City,Surface_area,Potential_installable_area,Peak_installable_capacity,Energy_potential_per_year,Assumed_building_type,Estimated_tilt,Estimated_building_height,Estimated_capacity_factor
StMaarten,202.410003662109,97.4000015258789,18.9099998474121,28358.98046875,7,21.8299999237061,,1499.29
StMaarten,78.9599990844727,44.0499992370605,8.55000019073486,14578.419921875,7,0.0,4.21999979019165,1706.0
StMaarten,49.9300003051758,25.9899997711182,5.03999996185303,8103.4599609375,7,11.9899997711182,4.21000003814697,1608.64
StMaarten,121.01000213623,45.7799987792969,8.88000011444092,15150.98046875,7,0.0,3.91000008583069,1706.0
StMaarten,69.4300003051758,37.5499992370605,7.28000020980835,12218.240234375,7,14.8999996185303,,1677.31
StMaarten,89.7099990844727,47.3800010681152,9.1899995803833,15423.7802734375,7,16.4599990844727,3.25999999046326,1678.07
StMaarten,365.959991455078,212.369995117188,41.2000007629395,64190.55078125,7,16.2399997711182,9.3100004196167,1558.0
StMaarten,43.060001373291,9.52000045776367,1.85000002384186,3149.22998046875,7,0.0,3.65000009536743,1706.0
StMaarten,74.0500030517578,29.5599994659424,5.73999977111816,8844.4697265625,7,15.460000038147,4.3600001335144,1542.12
StMaarten,61.6300010681152,21.3500003814697,4.1399998664856,7066.18994140625,7,0.0,2.91000008583069,1706.0
StMaarten,475.679992675781,162.940002441406,31.6100006103516,53580.69921875,4,0.0,4.3600001335144,1695.0
StMaarten,194.990005493164,115.040000915527,22.3199996948242,37827.37890625,7,0.0,3.47000002861023,1695.0
StMaarten,20.0200004577637,4.34999990463257,0.839999973773956,1440.40002441406,7,0.0,3.34999990463257,1706.0
StMaarten,370.989990234375,150.820007324219,29.2600002288818,44489.69140625,7,10.460000038147,3.49000000953674,1520.51
StMaarten,223.899993896484,101.98999786377,19.7900009155273,33813.109375,7,9.31999969482422,6.90999984741211,1709.0
StMaarten,78.5800018310547,19.7900009155273,3.83999991416931,5898.990234375,7,25.8899993896484,3.64000010490417,1536.34
StMaarten,135.5,63.6100006103516,12.3400001525879,20583.16015625,7,18.0100002288818,2.23000001907349,1668.0
StMaarten,137.75,43.0999984741211,8.35999965667725,13719.66015625,7,21.6900005340576,4.26000022888184,1640.7
StMaarten,148.059997558594,73.8099975585938,14.3199996948242,21405.279296875,7,21.3899993896484,,1494.93
StMaarten,212.970001220703,81.1100006103516,15.75,26419.830078125,7,11.3400001525879,10.2299995422363,1677.35
StMaarten,793.489990234375,156.960006713867,30.4200000762939,49179.76953125,1,19.9200000762939,29.5499992370605,1616.67
StMaarten,80.370002746582,11.75,2.27999997138977,3787.18994140625,7,0.0,2.0,1662.0
StMaarten,92.2300033569336,24.4099998474121,4.73999977111816,8080.330078125,7,9.02000045776367,2.79999995231628,1706.0
StMaarten,420.029998779297,247.169998168945,47.9500007629395,79182.0,7,11.039999961853,3.16000008583069,1651.34
StMaarten,141.830001831055,69.629997253418,13.5100002288818,20502.900390625,7,17.2800006866455,6.57999992370605,1517.85
StMaarten,58.8800010681152,21.3299999237061,4.1399998664856,7061.10986328125,7,0.0,6.44000005722046,1706.0
StMaarten,211.020004272461,116.769996643066,22.6499996185303,38396.19921875,7,0.0,2.03999996185303,1695.0
StMaarten,69.75,36.9700012207031,7.17000007629395,11724.0302734375,3,10.5200004577637,5.73999977111816,1634.63
StMaarten,36.7799987792969,0.0,0.0,0.0,7,0.0,,
StMaarten,123.449996948242,45.7400016784668,8.86999988555908,14749.33984375,7,0.0,2.89000010490417,1662.0
StMaarten,38.1300010681152,16.5599994659424,3.21000003814697,4813.81982421875,7,20.9400005340576,3.84999990463257,1498.49
StMaarten,133.929992675781,74.4100036621094,14.4300003051758,23081.310546875,7,24.5599994659424,7.17000007629395,1599.0
StMaarten,170.350006103516,98.4599990844727,19.1000003814697,31744.880859375,7,8.53999996185303,8.30000019073486,1662.0
StMaarten,237.649993896484,139.190002441406,27.0,46958.87890625,7,0.0,4.19000005722046,1739.0
StMaarten,135.509994506836,67.9100036621094,13.1700000762939,22911.119140625,7,0.0,2.53999996185303,1739.0
StMaarten,287.640014648438,140.880004882812,27.3299999237061,46625.55859375,3,8.56999969482422,4.25,1706.0
StMaarten,334.320007324219,196.860000610352,38.189998626709,52780.25,3,20.8299999237061,6.17999982833862,1382.0
StMaarten,80.7900009155273,36.6699981689453,7.1100001335144,11726.1396484375,7,10.5299997329712,2.90000009536743,1648.37
StMaarten,87.2600021362305,48.0699996948242,9.31999969482422,15791.23046875,0,8.35000038146973,3.69000005722046,1695.0
StMaarten,310.369995117188,192.160003662109,37.2799987792969,56849.3984375,3,17.3899993896484,5.0,1525.0
StMaarten,45.5299987792969,20.0400009155273,3.89000010490417,5757.4501953125,0,17.3299999237061,2.99000000953674,1481.25
StMaarten,39.5900001525879,15.3999996185303,2.99000000953674,4488.509765625,0,20.0499992370605,2.00999999046326,1502.0
StMaarten,417.760009765625,89.5899963378906,17.3799991607666,29085.76953125,3,13.8199996948242,11.6300001144409,1673.54
StMaarten,80.4400024414062,40.3300018310547,7.82000017166138,13682.5498046875,7,0.0,,1749.0
StMaarten,163.679992675781,103.430000305176,20.0699996948242,27731.26953125,3,20.9699993133545,,1382.0
StMaarten,189.020004272461,105.040000915527,20.3999996185303,32800.01953125,3,12.5799999237061,6.65000009536743,1608.06
StMaarten,135.119995117188,82.6800003051758,16.0400009155273,25935.5703125,3,16.5599994659424,5.73999977111816,1616.87
StMaarten,322.149993896484,107.889999389648,20.9300003051758,31920.66015625,7,18.8600006103516,2.65000009536743,1525.0
StMaarten,95.1500015258789,41.9300003051758,8.13000011444092,13567.759765625,7,19.4799995422363,2.97000002861023,1668.0
StMaarten,114.309997558594,67.3499984741211,13.0699996948242,21799.189453125,7,18.3600006103516,9.3100004196167,1668.32
StMaarten,231.690002441406,124.569999694824,24.1700000762939,38593.0,7,16.7000007629395,5.32999992370605,1597.0
StMaarten,161.630004882812,84.6699981689453,16.4300003051758,28003.080078125,7,18.7399997711182,5.53999996185303,1704.83
StMaarten,334.790008544922,115.589996337891,22.4200000762939,37080.80078125,7,14.5299997329712,14.9099998474121,1653.59
StMaarten,218.770004272461,137.070007324219,26.5599994659424,41915.140625,3,19.2099990844727,9.26000022888184,1577.88
StMaarten,110.059997558594,50.9199981689453,9.88000011444092,16852.609375,7,0.0,4.01000022888184,1706.0
StMaarten,309.929992675781,234.059997558594,45.4099998474121,62752.73046875,7,27.6700000762939,4.65000009536743,1382.0
StMaarten,241.080001831055,104.01000213623,20.1800003051758,27947.740234375,7,21.3199996948242,5.90000009536743,1385.0
StMaarten,147.910003662109,48.6500015258789,9.4399995803833,16413.5,7,0.0,3.02999997138977,1739.0
StMaarten,78.879997253418,27.6499996185303,5.3600001335144,8594.1298828125,3,26.9400005340576,4.76999998092651,1604.0
StMaarten,106.98999786377,53.5699996948242,10.3900003433228,18073.5703125,7,0.0,3.03999996185303,1739.0
StMaarten,64.0100021362305,20.2600002288818,3.9300000667572,6593.02978515625,3,18.6200008392334,3.25,1677.29
StMaarten,59.6699981689453,31.4699993133545,6.09999990463257,10616.3095703125,7,0.0,3.10999989509583,1739.0
StMaarten,135.960006713867,67.870002746582,13.1700000762939,22743.490234375,7,20.5,3.86999988555908,1727.22
StMaarten,262.950012207031,123.580001831055,23.9699993133545,36287.94921875,3,31.6399993896484,3.15000009536743,1513.62
StMaarten,196.320007324219,104.709999084473,20.3099994659424,32430.810546875,3,11.8299999237061,2.72000002861023,1596.54
StMaarten,50.8899993896484,27.5799999237061,5.34000015258789,9347.4404296875,3,8.35999965667725,12.0699996948242,1749.0
StMaarten,43.7099990844727,8.71000003814697,1.69000005722046,2936.42993164062,7,10.8900003433228,3.27999997138977,1738.0
StMaarten,49.7999992370605,17.1299991607666,3.3199999332428,4600.35009765625,7,23.4500007629395,6.84999990463257,1383.91
StMaarten,50.2900009155273,26.7399997711182,5.19000005722046,7564.02001953125,7,12.2399997711182,3.46000003814697,1458.0
StMaarten,43.939998626709,16.5100002288818,3.20000004768372,5019.89013671875,7,12.8100004196167,2.36999988555908,1567.68
StMaarten,234.300003051758,97.8399963378906,18.9799995422363,31867.330078125,7,15.8900003433228,8.06999969482422,1678.94
StMaarten,53.5999984741211,23.2000007629395,4.5,7480.259765625,7,0.0,2.32999992370605,1662.0
StMaarten,171.759994506836,100.139999389648,19.4300003051758,31145.279296875,7,15.1899995803833,3.65000009536743,1603.25
StMaarten,112.470001220703,61.9099998474121,12.0100002288818,19907.349609375,3,17.0799999237061,6.40000009536743,1657.42
StMaarten,180.910003662109,85.8600006103516,16.6599998474121,27284.91015625,7,17.7800006866455,5.01999998092651,1638.0
StMaarten,280.160003662109,122.690002441406,23.7999992370605,39559.8515625,7,9.11999988555908,6.1100001335144,1662.0
StMaarten,428.649993896484,131.619995117188,25.5300006866455,38615.3984375,7,24.9099998474121,11.6400003433228,1512.27
StMaarten,54.3400001525879,21.7900009155273,4.23000001907349,7212.419921875,7,9.10000038146973,5.13000011444092,1706.0
StMaarten,130.520004272461,66.1100006103516,12.8299999237061,22432.990234375,7,0.0,3.20000004768372,1749.0
StMaarten,51.9599990844727,25.9599990844727,5.03999996185303,8306.26953125,7,12.0299997329712,3.75,1649.22
StMaarten,469.100006103516,154.75,30.0200004577637,47993.58984375,7,12.460000038147,2.39000010490417,1598.67
StMaarten,85.4499969482422,43.8199996948242,8.5,14782.1904296875,7,8.9399995803833,5.0,1739.0
StMaarten,49.3499984741211,12.960000038147,2.50999999046326,4287.7001953125,7,0.0,9.19999980926514,1706.0
StMaarten,299.700012207031,154.570007324219,29.9899997711182,45368.421875,7,21.1599998474121,6.30000019073486,1513.0
StMaarten,84.3199996948242,27.9099998474121,5.40999984741211,7915.02001953125,7,23.0599994659424,3.75,1462.01
StMaarten,167.820007324219,76.5,14.8400001525879,24027.240234375,7,19.25,5.75,1618.89
StMaarten,260.720001220703,109.959999084473,21.3299999237061,33487.5703125,7,23.0,4.65000009536743,1569.85
StMaarten,53.8800010681152,14.0900001525879,2.73000001907349,4661.7900390625,7,0.0,,1706.0
StMaarten,270.309997558594,116.940002441406,22.7099990844727,33371.69140625,7,28.3799991607666,9.39000034332275,1469.59
StMaarten,87.3399963378906,26.7299995422363,5.19000005722046,7741.81005859375,7,22.1200008392334,5.6100001335144,1491.21
StMaarten,507.769989013672,340.910003662109,66.1399993896484,106773.15625,0,14.3000001907349,4.78000020980835,1614.41
StMaarten,107.389999389648,57.0900001525879,11.0600004196167,18305.33984375,7,12.9399995803833,2.25999999046326,1654.58
StMaarten,141.710006713867,82.620002746582,16.0300006866455,25212.73046875,7,15.9799995422363,2.85999989509583,1573.0
StMaarten,284.190002441406,128.220001220703,24.8500003814697,38122.37890625,7,22.0400009155273,,1534.07
StMaarten,237.539993286133,98.7099990844727,19.1499996185303,32803.55859375,7,9.78999996185303,3.27999997138977,1713.0
StMaarten,249.229995727539,93.7300033569336,18.1800003051758,26626.80078125,7,25.3199996948242,7.15999984741211,1464.28
StMaarten,39.6399993896484,14.1099996566772,2.74000000953674,4524.39013671875,7,16.0300006866455,4.84999990463257,1653.0
StMaarten,256.880004882812,102.550003051758,19.8899993896484,31386.55078125,7,26.8799991607666,3.65000009536743,1577.69
StMaarten,103.51000213623,49.4900016784668,9.60000038146973,15331.1103515625,7,13.3900003433228,4.73000001907349,1596.94
StMaarten,38.4599990844727,16.7700004577637,3.25,4624.7099609375,7,21.4300003051758,8.05000019073486,1422.78
StMaarten,118.980003356934,46.6599998474121,9.05000019073486,15044.8603515625,7,9.78999996185303,7.76999998092651,1662.0
StMaarten,37.2999992370605,6.30000019073486,1.22000002861023,2125.89990234375,7,0.0,,1739.0
StMaarten,217.800003051758,67.7799987792969,13.1499996185303,22286.919921875,2,0.0,7.84999990463257,1695.0
StMaarten,29.9500007629395,11.3999996185303,2.21000003814697,3601.5400390625,7,33.7700004577637,3.84999990463257,1628.0
StMaarten,63.310001373291,29.6900005340576,5.76999998092651,9163.5498046875,7,18.9899997711182,,1589.17
StMaarten,88.1600036621094,25.6800003051758,4.98000001907349,7962.93017578125,7,10.3999996185303,2.53999996185303,1598.5
StMaarten,179.279998779297,84.1800003051758,16.3099994659424,27653.91015625,7,9.27000045776367,4.28999996185303,1695.0
StMaarten,61.0299987792969,23.7199993133545,4.59999990463257,7646.81005859375,7,8.5600004196167,,1662.0
StMaarten,77.9599990844727,24.7399997711182,4.78999996185303,7671.89013671875,7,18.9599990844727,2.25,1600.23
StMaarten,88.2399978637695,35.0299987792969,6.80000019073486,10938.91015625,7,10.3999996185303,7.07000017166138,1608.0
StMaarten,103.069999694824,48.6300010681152,9.43000030517578,15734.73046875,7,16.3600006103516,,1668.0
StMaarten,105.529998779297,61.6500015258789,11.960000038147,19672.48046875,7,11.5699996948242,4.55999994277954,1644.9
StMaarten,194.820007324219,106.970001220703,20.75,31571.58984375,7,20.3600006103516,3.33999991416931,1521.34
StMaarten,48.9900016784668,20.25,3.9300000667572,6529.47021484375,7,0.0,,1662.0
StMaarten,84.2200012207031,38.7700004577637,7.51999998092651,11789.8095703125,7,16.8999996185303,5.51000022888184,1567.69
StMaarten,87.879997253418,50.8600006103516,9.86999988555908,16397.26953125,7,0.0,,1662.0
StMaarten,146.339996337891,51.689998626709,10.0299997329712,17107.259765625,2,0.0,6.40999984741211,1706.0
StMaarten,53.75,20.6700000762939,4.01000022888184,6796.52001953125,7,0.0,2.9300000667572,1695.0
StMaarten,65.1399993896484,22.7000007629395,4.40000009536743,7318.14013671875,7,8.61999988555908,5.76999998092651,1662.0
StMaarten,182.589996337891,88.2099990844727,17.1100006103516,28171.900390625,7,12.5299997329712,12.5,1646.31
StMaarten,59.2000007629395,30.0200004577637,5.82000017166138,9625.75,7,18.7900009155273,,1653.0
StMaarten,557.820007324219,205.070007324219,39.7799987792969,65451.4609375,3,21.4200000762939,11.3500003814697,1645.16
StMaarten,51.7099990844727,24.5200004577637,4.76000022888184,8064.14990234375,7,9.86999988555908,,1695.0
StMaarten,184.850006103516,11.75,2.27999997138977,3344.169921875,3,30.3899993896484,12.460000038147,1465.3
StMaarten,52.6699981689453,26.2299995422363,5.09000015258789,8038.35986328125,7,12.9899997711182,,1579.64
StMaarten,241.770004272461,56.3600006103516,10.9300003051758,16090.5302734375,7,18.0100002288818,6.80000019073486,1471.73
StMaarten,21.5200004577637,0.0,0.0,0.0,7,16.8400001525879,2.61999988555908,
StMaarten,965.659973144531,318.140014648438,61.5999984741211,99225.3125,0,16.9099998474121,2.80999994277954,1610.9
StMaarten,349.079986572266,67.0699996948242,13.0,19948.01953125,7,17.0400009155273,4.94000005722046,1534.7
StMaarten,41.8499984741211,13.3199996948242,2.57999992370605,4130.81005859375,7,29.1800003051758,2.08999991416931,1599.0
StMaarten,42.4599990844727,8.52000045776367,1.64999997615814,2430.9599609375,7,25.6399993896484,4.5,1470.13
StMaarten,34.0900001525879,16.0400009155273,3.10999989509583,4707.31005859375,7,12.9200000762939,,1513.13
StMaarten,206.710006713867,97.1500015258789,18.8299999237061,30054.0390625,7,16.7000007629395,2.0699999332428,1596.19
StMaarten,76.5599975585938,26.7199993133545,5.17999982833862,8252.0302734375,7,13.1199998855591,6.46000003814697,1591.88
StMaarten,167.929992675781,70.9899978637695,13.7700004577637,23344.560546875,7,9.77999973297119,2.0699999332428,1695.0
StMaarten,32.439998626709,3.95000004768372,0.769999980926514,1298.03002929688,7,9.59000015258789,3.16000008583069,1695.0
StMaarten,24.2399997711182,3.74000000953674,0.730000019073486,1206.08996582031,7,0.0,5.53999996185303,1662.0
StMaarten,115.169998168945,64.7600021362305,12.5799999237061,20523.08984375,7,16.5100002288818,4.40000009536743,1631.93
StMaarten,352.299987792969,157.399993896484,30.5400009155273,49039.73828125,7,11.0600004196167,4.40000009536743,1605.97
StMaarten,169.029998779297,70.620002746582,13.710000038147,20966.240234375,7,13.1700000762939,5.23000001907349,1528.87
StMaarten,127.5,55.9099998474121,10.8500003814697,18027.69921875,7,0.0,9.77000045776367,1662.0
StMaarten,39.5800018310547,17.2600002288818,3.34999990463257,5435.240234375,7,12.6800003051758,15.0,1623.41
StMaarten,167.429992675781,79.5299987792969,15.4300003051758,25259.08984375,7,24.6000003814697,32.3699989318848,1637.18
StMaarten,821.419982910156,598.549987792969,116.120002746582,199956.765625,0,14.0699996948242,4.94999980926514,1722.0
StMaarten,339.429992675781,202.009994506836,39.189998626709,62243.08984375,0,13.1300001144409,3.32999992370605,1588.23
StMaarten,94.879997253418,19.3700008392334,3.75999999046326,6301.89990234375,7,11.9700002670288,13.5600004196167,1677.0
StMaarten,42.2000007629395,22.5599994659424,4.38000011444092,7605.4599609375,7,16.6800003051758,13.789999961853,1737.36
StMaarten,268.290008544922,99.5299987792969,19.3099994659424,30429.830078125,7,32.4500007629395,33.0800018310547,1576.0
StMaarten,124.400001525879,44.9099998474121,8.71000003814697,14259.33984375,0,18.9699993133545,3.75,1636.56
StMaarten,40.810001373291,18.2999992370605,3.54999995231628,5899.60986328125,0,0.0,5.96000003814697,1662.0
StMaarten,193.690002441406,89.8099975585938,17.4400005340576,27054.9609375,7,21.8899993896484,4.73000001907349,1551.21
StMaarten,169.360000610352,89.620002746582,17.3899993896484,28393.01953125,0,10.4700002670288,5.40000009536743,1633.0
StMaarten,52.1300010681152,4.32999992370605,0.839999973773956,1396.4599609375,0,0.0,3.97000002861023,1662.0
StMaarten,18.8400001525879,0.0,0.0,0.0,7,34.8699989318848,23.6700000762939,
StMaarten,280.040008544922,101.099998474121,19.6100006103516,31151.689453125,7,25.2700004577637,4.36999988555908,1588.27
StMaarten,91.8399963378906,33.8899993896484,6.57000017166138,10736.3896484375,7,13.2700004577637,20.75,1633.0
StMaarten,1228.14001464844,459.040008544922,89.0500030517578,152192.140625,3,9.97999954223633,13.8000001907349,1709.0
StMaarten,66.9599990844727,0.0,0.0,0.0,1,23.2800006866455,3.3199999332428,
StMaarten,226.550003051758,39.2900009155273,7.61999988555908,12604.990234375,3,17.8099994659424,7.36999988555908,1653.81
StMaarten,357.489990234375,216.910003662109,42.0800018310547,64255.53125,3,19.3400001525879,14.789999961853,1527.0
StMaarten,58.2900009155273,23.7199993133545,4.59999990463257,7427.0498046875,7,18.5400009155273,2.85999989509583,1613.83
StMaarten,135.529998779297,26.6900005340576,5.17999982833862,8869.6298828125,7,0.0,5.90999984741211,1713.0
StMaarten,25.5300006866455,3.33999991416931,0.649999976158142,1133.58996582031,7,0.0,3.03999996185303,1749.0
StMaarten,43.9199981689453,18.4200000762939,3.5699999332428,5100.2998046875,7,21.0300006866455,10.2799997329712,1427.46
StMaarten,218.850006103516,104.629997253418,20.2999992370605,32907.640625,3,17.0499992370605,21.2399997711182,1621.27
StMaarten,203.089996337891,56.6399993896484,10.9899997711182,17112.720703125,7,13.4499998092651,5.71000003814697,1557.37
StMaarten,169.529998779297,106.400001525879,20.6399993896484,31348.669921875,7,21.9300003051758,4.80000019073486,1518.73
StMaarten,45.5499992370605,17.6399993896484,3.42000007629395,5679.080078125,7,15.5,2.4300000667572,1661.22
