OBJECTID,uuid,City,Surface_area,Potential_installable_area,Peak_installable_capacity,Energy_potential_per_year,Assumed_building_type,Estimated_tilt,Estimated_building_height,Estimated_capacity_factor,Estimated_Installation_Efficiency,Unit_installation_price,Date_added,aoi,Roof_quality,solar_panels,Comment
6214,528baaf8-b21c-4645-bee7-18374eb6b5a1,SouthAfrica,30.25,15.57,3.02,4384.22,Single-family residential,21.24,,1451.63,144.93,,,Middelburg,,,
6215,86862e41-9463-4f39-89af-fb60d6dd2764,SouthAfrica,129.82,71.8,13.93,19501.24,Single-family residential,24.45,2.25,1399.99,150.21,,,Middelburg,,,
6216,ba6892be-8ac3-4e41-8123-c1e41c784f97,SouthAfrica,17.12,7.2,1.4,2136.99,Single-family residential,30.74,,1529,124.84,,,Middelburg,,,
6217,736651e7-277e-416a-b538-95d7f61dff88,SouthAfrica,116.6,71.91,13.97,21193,Single-family residential,20.91,2.1,1517.54,181.75,,,Middelburg,,,
6218,d6805570-f84a-4ef6-bc3b-2693d097e99a,SouthAfrica,46.01,24.26,4.71,8226.48,Single-family residential,22.06,3.25,1748,178.79,,,Middelburg,,,
6219,67c6e070-de16-4026-a811-f2073b4ba4a6,SouthAfrica,8.37,2.03,0.39,661.79,Single-family residential,22.29,2.61,1683,79.09,,,Middelburg,,,
6220,bdb03be7-c24a-463d-9572-231acc616286,SouthAfrica,60.79,34.8,6.75,9292.98,Single-family residential,21.43,2.27,1376.34,152.87,,,Middelburg,,,
6221,beffc469-3225-4cf0-8df4-57d337476e68,SouthAfrica,31.82,15.57,3.02,4787.15,Single-family residential,18.39,2.18,1582.82,150.47,,,Middelburg,,,
6222,04d29218-0bb2-43a1-91d8-4c0511257f4a,SouthAfrica,19.07,8.19,1.59,2512.22,Single-family residential,23.02,2.53,1582,131.76,,,Middelburg,,,
6223,050f9f15-a4c5-4ee8-af9c-b17debe11b72,SouthAfrica,92.16,45.2,8.77,15254.9,Single-family residential,27.87,,1739.66,165.53,,,Middelburg,,,
6224,3f838006-e45b-4e81-87a5-ba3b3f2cdf19,SouthAfrica,28.41,8.29,1.61,2601.66,Single-family residential,21.66,2.12,1618,91.56,,,Middelburg,,,
6225,6091b888-bd00-4ca8-ad5a-464bf9787b22,SouthAfrica,52.72,29.38,5.7,8735.6,Single-family residential,20.07,,1532.51,165.71,,,Middelburg,,,
6226,2a358e28-a762-4d10-ac16-953b38903a5e,SouthAfrica,62.84,31.81,6.17,7710.69,Single-family residential,26.14,2.42,1249.37,122.7,,,Middelburg,,,
6227,b6d51fc3-fbfc-4051-897c-a4953d69525f,SouthAfrica,9.87,3.44,0.67,1105.23,Single-family residential,17.2,,1657.3,111.96,,,Middelburg,,,
6228,77873690-f27f-45c5-9161-483db4a2b153,SouthAfrica,65.14,37.79,7.33,8879.75,Single-family residential,20.06,2.61,1211.26,136.32,,,Middelburg,,,
6229,8128e56f-119b-4851-ad19-5fe694f9e431,SouthAfrica,144.06,81.86,15.88,20497.89,Single-family residential,22.27,3.09,1290.68,142.29,,,Middelburg,,,
6230,a9c78dd2-fb55-40c5-9130-bac65886498a,SouthAfrica,37.19,11.93,2.32,3867.8,Single-family residential,21.14,2.08,1669.46,103.99,,,Middelburg,,,
6231,286d0b60-aa36-48c0-99fd-42b32497015c,SouthAfrica,211.37,133.18,25.84,39412.3,Single-family residential,22.05,3.38,1525.44,186.46,,,Middelburg,,,
6232,60c4b03a-c681-407e-a9f7-640c083781bb,SouthAfrica,6.76,0,0,0,Single-family residential,24.99,2.76,,0,,,Middelburg,,,
6233,bc9a53a6-cbee-4fdf-9dc9-6ec910819825,SouthAfrica,42.67,19.46,3.78,5186.99,Single-family residential,21.11,,1374,121.55,,,Middelburg,,,
6234,443ac4a3-ddba-4a1f-a14f-42ebac39bc5c,SouthAfrica,29.03,13.91,2.7,3279.44,Single-family residential,23.38,,1215.45,112.95,,,Middelburg,,,
6235,76b5cb82-5f99-444c-b241-0be8f3286876,SouthAfrica,140.75,78.15,15.16,22823.46,Single-family residential,21.2,3.66,1505.46,162.16,,,Middelburg,,,
6236,f3014861-abd7-41b1-9e54-cf96d5249042,SouthAfrica,23.13,9.06,1.76,2438.93,Single-family residential,18.11,3.18,1387.67,105.43,,,Middelburg,,,
6237,3ecb6070-a60f-4430-9624-db44c661c26f,SouthAfrica,9.99,0,0,0,Single-family residential,39.14,,,0,,,Middelburg,,,
6238,bcb55926-9e1c-45ab-bfbf-62607a093109,SouthAfrica,172.49,56.22,10.91,16366.58,Single-family residential,30.42,3.29,1500.7,94.88,,,Middelburg,,,
6239,5553d51c-0d66-46f3-b504-cedf8d997e83,SouthAfrica,20.28,8.79,1.71,2822.92,Single-family residential,19.02,3.14,1655,139.21,,,Middelburg,,,
6240,3b31997b-1b0e-47ff-8004-a082fae6a06b,SouthAfrica,27.1,11.63,2.26,3348.32,Single-family residential,18.7,2.45,1483.62,123.57,,,Middelburg,,,
6241,cc4efc8e-41d3-4920-97ea-e570c3e8d259,SouthAfrica,126.66,60.97,11.83,17498.81,Single-family residential,22.34,2.83,1479.45,138.15,,,Middelburg,,,
6242,a62200ae-6c13-466c-bbf8-6d28d4d24577,SouthAfrica,33.24,16.07,3.12,5363.03,Single-family residential,32.44,,1720,161.35,,,Middelburg,,,
6243,a8c3031c-369e-4cdf-b7a7-0e2cc6872ef0,SouthAfrica,38.12,19.54,3.79,5351.24,Single-family residential,20.74,2.68,1412,140.38,,,Middelburg,,,
6244,ac1ba199-a3f7-469d-ac30-e4942397809e,SouthAfrica,24.69,11.64,2.26,3101.55,Single-family residential,26.72,2.7,1374,125.64,,,Middelburg,,,
6245,abd9731b-5771-42cd-978f-6318188c5a0e,SouthAfrica,14.27,4.86,0.94,1444.62,Single-family residential,20.26,,1531.2,101.26,,,Middelburg,,,
6246,c255c3d4-2e42-421f-9904-bf4e95e90f69,SouthAfrica,53.9,18.05,3.5,5835.91,Single-family residential,17.65,3.01,1666.23,108.27,,,Middelburg,,,
6247,091e9772-d9dd-4b85-bb88-42c8715b8683,SouthAfrica,17.45,7.45,1.44,1901.79,Single-family residential,23.94,2.57,1316.5,108.99,,,Middelburg,,,
6248,00c12739-59e0-4d65-aa3b-b9702bfb0beb,SouthAfrica,172.92,93.13,18.07,27792.94,Single-family residential,27.11,3.96,1538.33,160.73,,,Middelburg,,,
6249,ed7caa6f-113b-4e05-8976-ab3a333f95d6,SouthAfrica,63.48,36.04,6.99,11465.82,Single-family residential,29.6,,1640.04,180.63,,,Middelburg,,,
6250,ed813549-312e-4c9d-abb6-c593c75b9e93,SouthAfrica,44.74,24.59,4.77,6031.78,Single-family residential,21.56,,1264.66,134.82,,,Middelburg,,,
6251,55f0a00a-7b01-4cab-b2cc-e3946d026fd7,SouthAfrica,12.5,2.81,0.55,916.67,Single-family residential,17.65,2.03,1680.04,73.33,,,Middelburg,,,
6252,33ca2374-56b3-44ab-8b4c-3fbec43fdf40,SouthAfrica,10.99,3.88,0.75,971.59,Single-family residential,24.57,,1289.5,88.37,,,Middelburg,,,
6253,a0dfe1fc-1a8a-4b4e-bb87-c4689d629253,SouthAfrica,55.35,17.17,3.33,4702.94,Single-family residential,24.92,,1412,84.97,,,Middelburg,,,
6254,e5800f3e-dcb0-44ac-8b04-27b8ec669a57,SouthAfrica,38.17,19.39,3.76,5210.15,Single-family residential,19.03,2.13,1385.17,136.49,,,Middelburg,,,
6255,21300122-e89e-4884-8589-505f1214eb12,SouthAfrica,13.38,4.66,0.9,1428.1,Single-family residential,26.67,2.15,1581,106.75,,,Middelburg,,,
6256,ddd3224d-2ebf-4749-8be5-9b516b94f618,SouthAfrica,79.83,47.2,9.15,13078.32,Single-family residential,21.66,2.33,1429.55,163.83,,,Middelburg,,,
6257,4709ef3e-cdc3-4386-805d-295ddf244672,SouthAfrica,22.81,10.58,2.06,3282.62,Single-family residential,19,2.89,1597.36,143.94,,,Middelburg,,,
6258,20874ba1-dea3-4f66-b66d-75a5be675313,SouthAfrica,65.54,34.34,6.66,10184.77,Single-family residential,20.35,2.26,1528.71,155.39,,,Middelburg,,,
6259,796aa726-77a8-406e-befb-c7f603dd0030,SouthAfrica,35.46,18.46,3.58,5543.51,Single-family residential,18.23,2.7,1547.75,156.33,,,Middelburg,,,
6260,c3d92a98-7589-4d52-952e-291a3e1f25e0,SouthAfrica,13.41,5.26,1.02,1645.49,Single-family residential,19.59,2.2,1612.6,122.69,,,Middelburg,,,
6261,d5c793f3-7b0b-42cf-bab3-c89989a350f4,SouthAfrica,87.25,51.28,9.95,12147.42,Single-family residential,29.69,,1221,139.23,,,Middelburg,,,
6262,483d4887-f698-43a5-b58e-df228d0b4b99,SouthAfrica,25.97,12.24,2.37,3329.83,Single-family residential,22.99,,1402.63,128.22,,,Middelburg,,,
6263,46e64f48-8091-4fde-ba09-63df74ad33b9,SouthAfrica,139.75,55.48,10.76,14789.73,Single-family residential,20.37,4.08,1374,105.83,,,Middelburg,,,
6264,ae581542-0755-403e-ac4a-e7f21d592b27,SouthAfrica,41.46,22.25,4.32,5202.51,Single-family residential,22.32,,1205,125.49,,,Middelburg,,,
6265,1b7cd3af-2a30-4adb-a35b-750d22f700df,SouthAfrica,18.02,7.11,1.38,2298.37,Single-family residential,17.73,,1666.74,127.55,,,Middelburg,,,
6266,8a1da97c-cacb-428a-8627-87b0060e0180,SouthAfrica,17.66,7.51,1.46,2456.75,Single-family residential,21.83,2.24,1686,139.08,,,Middelburg,,,
6267,eb650e8e-c403-4954-a359-2222ece54bf7,SouthAfrica,39,20.45,3.97,5793.86,Single-family residential,22.11,,1460.32,148.57,,,Middelburg,,,
6268,4eabf763-ca00-4878-852a-40145f5410f2,SouthAfrica,11.86,4.48,0.87,1396.3,Single-family residential,23.33,,1606.25,117.68,,,Middelburg,,,
6269,e029c366-16b3-4b14-87c2-fcfdfb15fb64,SouthAfrica,42.42,11.98,2.32,3151.43,Single-family residential,36.39,,1356.49,74.3,,,Middelburg,,,
6270,d19832dc-8928-4b25-ac31-cab6407d575a,SouthAfrica,163.68,97.81,18.98,29866.92,Single-family residential,21.25,3.61,1573.98,182.47,,,Middelburg,,,
6271,0a488979-6c3b-4a23-9a42-53643e65b20f,SouthAfrica,150.86,82.05,15.92,21871.01,Single-family residential,22.25,3.7,1374,144.98,,,Middelburg,,,
6272,9047c12c-82e9-4af0-ae15-9881b6b25391,SouthAfrica,37.24,18.07,3.51,5171.61,Single-family residential,19.8,2.41,1475,138.86,,,Middelburg,,,
6273,85921d57-756c-4d6d-8f33-b1d58b4040e7,SouthAfrica,109.47,63.8,12.38,21547.74,Single-family residential,23.53,2.06,1741.02,196.84,,,Middelburg,,,
6274,3b762615-b536-4309-80e2-aac9ca9c25ea,SouthAfrica,35.06,18.07,3.51,5348.14,Single-family residential,17.68,2.25,1525.43,152.54,,,Middelburg,,,
6275,e0ea086b-375a-4755-87db-be0f353847de,SouthAfrica,63.96,29.29,5.68,8894.15,Single-family residential,20.14,2.61,1565.1,139.06,,,Middelburg,,,
6276,5487c426-bbcd-45e5-8a1a-9f6719408e8b,SouthAfrica,53.4,29.89,5.8,7090.88,Single-family residential,25.68,,1223,132.79,,,Middelburg,,,
6277,23df32f1-0b5b-4495-9abb-ee1a4c1d89e2,SouthAfrica,33.97,16.41,3.18,5036.99,Single-family residential,22.24,,1582,148.26,,,Middelburg,,,
6278,1e4e2bc9-edea-49e1-8b27-f46ee4262cc2,SouthAfrica,48.35,24.69,4.79,7444.31,Single-family residential,28.83,,1555.5,153.97,,,Middelburg,,,
6279,3e04da39-a8cc-408e-8321-7cf98cc232b6,SouthAfrica,89.99,48.45,9.4,14025.96,Single-family residential,23.86,2.54,1492.15,155.86,,,Middelburg,,,
6280,f33747c4-2e68-4214-9432-923bba2857ae,SouthAfrica,13.36,3.75,0.73,1166.38,Single-family residential,16.73,,1604,87.3,,,Middelburg,,,
6281,267b2940-dddc-42ea-92d4-e1e79f736ee1,SouthAfrica,44.37,16.27,3.16,4139.1,Single-family residential,28.45,,1310.96,93.28,,,Middelburg,,,
6282,86dc014e-00a4-4883-9503-982b48d0f924,SouthAfrica,63.02,36.64,7.11,10868.9,Single-family residential,29.61,,1528.99,172.48,,,Middelburg,,,
6283,9dc49ce7-fef2-4567-ab61-b675d0c5d15c,SouthAfrica,88.64,53.62,10.4,15645.33,Single-family residential,21.8,2.33,1504.12,176.51,,,Middelburg,,,
6284,b0b88977-d6de-45a1-8ae0-5b56626fd6e1,SouthAfrica,22.79,9.56,1.86,2690.27,Single-family residential,29.4,,1448.71,118.07,,,Middelburg,,,
6285,ed11722b-878f-4ec0-ba44-3661ba978373,SouthAfrica,30.22,15.06,2.92,3521.4,Single-family residential,23.67,,1205,116.54,,,Middelburg,,,
6286,10436700-8494-4fad-95d9-c0ae5f6585cd,SouthAfrica,67.76,39.15,7.6,13155.85,Single-family residential,23.3,2.38,1732,194.16,,,Middelburg,,,
6287,04099295-027b-459e-bddc-04c92f385c48,SouthAfrica,16.06,6.62,1.29,2246.58,Single-family residential,28.3,,1748,139.88,,,Middelburg,,,
6288,9ba3ff7a-c635-4866-843d-28054eb66982,SouthAfrica,17.6,7.6,1.47,2280.39,Single-family residential,27.12,,1546.4,129.54,,,Middelburg,,,
6289,8a873c7c-cb99-4284-aa38-841e44a4c73f,SouthAfrica,53.87,22.2,4.31,7542.42,Single-family residential,25.53,,1751,140,,,Middelburg,,,
6290,1ed32c90-082b-4429-9fde-e8c0eb9b451a,SouthAfrica,28.54,14.09,2.73,4528.06,Single-family residential,26.8,,1655.96,158.65,,,Middelburg,,,
6291,1e24e702-d917-48ac-86a4-d65e9e4eda2d,SouthAfrica,27.09,12.96,2.51,3948.52,Single-family residential,19.9,2.16,1570.75,145.75,,,Middelburg,,,
6292,c15395e8-6402-4663-acff-335ee12b4f17,SouthAfrica,7.79,2.31,0.45,577.27,Single-family residential,21.59,,1289.5,74.08,,,Middelburg,,,
6293,f9a4a1eb-9f5f-40e1-8250-5485750b7f87,SouthAfrica,55.96,23.64,4.59,6631.62,Single-family residential,21.23,,1445.72,118.5,,,Middelburg,,,
6294,81de16b8-3b05-4441-a230-cd5ad62bb33e,SouthAfrica,35.49,14.98,2.91,4952.69,Single-family residential,25.33,2.02,1704.71,139.56,,,Middelburg,,,
6295,652cde70-021e-4dcc-b324-d10a00a8f95c,SouthAfrica,157.27,86.04,16.69,24706.8,Single-family residential,20.83,2.74,1480.24,157.09,,,Middelburg,,,
6296,4d49ca30-8bcf-4b5a-917a-b123ec050fce,SouthAfrica,37.8,20.07,3.9,5929.41,Single-family residential,28.87,,1521.29,156.87,,,Middelburg,,,
6297,4219df09-4ebb-4c42-af0f-30afbef2450e,SouthAfrica,136.59,75.96,14.74,22467.89,Single-family residential,19.05,2.88,1524.65,164.5,,,Middelburg,,,
6298,dcc42808-6ebb-4c5d-bbae-e339cd99ca1e,SouthAfrica,7.95,2.47,0.48,707.5,Single-family residential,25.72,2.34,1476.5,88.96,,,Middelburg,,,
6299,5556bc96-54fc-45a7-a5b9-6f130750f75a,SouthAfrica,48.63,26.78,5.2,9055.34,Single-family residential,28.99,,1742.67,186.23,,,Middelburg,,,
6300,e1e8a6a4-b327-47c0-85b5-8efff4a76e07,SouthAfrica,32.36,16.42,3.19,5120.79,Single-family residential,17.94,,1605.92,158.25,,,Middelburg,,,
6301,44ca4d7b-c72f-4536-8abd-317ecd8604c3,SouthAfrica,140.16,83.49,16.21,24779.67,Single-family residential,25.66,3.48,1528.34,176.8,,,Middelburg,,,
6302,f3e1605e-827b-45f1-83f3-bcf7d2d97fb4,SouthAfrica,32.13,16.39,3.18,4172.1,Single-family residential,21.28,2.26,1312.5,129.85,,,Middelburg,,,
6303,00444e9e-2961-426d-a4d4-440e72b94478,SouthAfrica,53.35,29.79,5.78,8982,Single-family residential,19.49,3.3,1554,168.35,,,Middelburg,,,
6304,12499b7e-2a93-4f52-a746-c5a64db35652,SouthAfrica,96.52,50.86,9.86,15064.45,Single-family residential,19.27,2.61,1528.25,156.08,,,Middelburg,,,
6305,367146e8-27d0-48a8-b6c5-be24cff7967f,SouthAfrica,15.17,5.89,1.14,1569.57,Single-family residential,26.47,,1374,103.44,,,Middelburg,,,
6306,b358ca78-4f78-4338-92fc-6d583a213b91,SouthAfrica,197.82,101.51,19.71,27907.34,Single-family residential,24.02,3.6,1415.78,141.07,,,Middelburg,,,
6307,8f4cd4dc-b909-446c-8685-6b43c258ca43,SouthAfrica,17.17,5.11,0.99,1367.8,Single-family residential,19.6,,1381,79.68,,,Middelburg,,,
6308,14732e07-61ca-4ff3-9b3c-63e655c23b98,SouthAfrica,18.18,7.55,1.46,2325.1,Single-family residential,20.28,2.15,1587.5,127.92,,,Middelburg,,,
6309,00636e25-7c22-4799-bb7c-3b87d4e1e0c8,SouthAfrica,77.15,35.96,6.98,9771.16,Single-family residential,27.86,2.3,1400.83,126.66,,,Middelburg,,,
6310,7ac0a9ac-9444-431e-bffe-5ccadf0b9f56,SouthAfrica,67.55,37.93,7.35,11205.94,Single-family residential,21.52,2.36,1524.22,165.89,,,Middelburg,,,
6311,a28f7aab-ab6c-4fbe-8990-41322bff366e,SouthAfrica,32.82,12.85,2.49,4352.16,Single-family residential,21.78,,1745.34,132.62,,,Middelburg,,,
6312,86c5ab68-554b-4191-a681-f448c524ad44,SouthAfrica,53.44,27.73,5.38,8441.9,Single-family residential,24.49,2.26,1569.48,157.96,,,Middelburg,,,
6313,3fd140cf-ee6c-458a-a1e9-85cc3e6602c5,SouthAfrica,81.75,47.8,9.27,13830.13,Single-family residential,19.81,2.24,1491.4,169.18,,,Middelburg,,,
6314,44c5774e-638e-4d06-b669-71592e8003e2,SouthAfrica,51.34,28.31,5.49,8681.95,Single-family residential,23.54,,1581,169.12,,,Middelburg,,,
6315,2f0bbdb7-6a8f-453d-ac48-a14e478be1f9,SouthAfrica,18.91,6.77,1.31,1594.09,Single-family residential,27.37,,1214.5,84.28,,,Middelburg,,,
6316,14c6cdab-539d-47aa-9b03-193ad5ad65dd,SouthAfrica,20.92,9.37,1.82,2189.27,Single-family residential,25.68,2.68,1205,104.65,,,Middelburg,,,
6317,0c3a1000-cb65-4555-88f3-8c314ca67ee8,SouthAfrica,21.7,9,1.75,2825.24,Single-family residential,20.06,,1618,130.21,,,Middelburg,,,
6318,ec80221d-7d69-445f-b138-0dbd6c30a7c8,SouthAfrica,20.27,9.07,1.76,3076.11,Single-family residential,21.07,2.08,1748,151.79,,,Middelburg,,,
6319,de222c88-9a3e-4a60-8896-42112cb002bf,SouthAfrica,134.8,71.91,13.95,21822.63,Single-family residential,20.11,3.47,1564.2,161.89,,,Middelburg,,,
6320,6d9a0611-a51e-492d-9fd9-da1ad554d2c5,SouthAfrica,59.02,33.28,6.46,10564.35,Single-family residential,22.58,,1636.11,179.01,,,Middelburg,,,
6321,7d086098-3d8a-45a5-875f-602dcb36b4ac,SouthAfrica,166.89,96.76,18.77,29206.86,Single-family residential,23.64,3.36,1555.87,175.01,,,Middelburg,,,
6322,f83aee55-0a12-4368-b23e-52577ea4c742,SouthAfrica,16.68,6.96,1.35,1971.93,Single-family residential,24.01,,1459.71,118.23,,,Middelburg,,,
6323,9e38d73f-9b08-4a45-8e2b-2e035c1662f4,SouthAfrica,30.54,6.44,1.25,1967.38,Single-family residential,20.23,2.46,1575.39,64.42,,,Middelburg,,,
6324,fa3c700d-4c02-4aec-bb2e-7ff13244c59c,SouthAfrica,35.59,18.56,3.6,6293.42,Single-family residential,21.59,2.49,1748,176.85,,,Middelburg,,,
6325,2bd8af90-3c72-499c-bb13-7f2dad6727c8,SouthAfrica,29.28,12.13,2.35,3403.63,Single-family residential,22.96,,1446,116.24,,,Middelburg,,,
6326,bf067c5b-e31e-4199-b0e3-7bb5c8a35824,SouthAfrica,88.9,50.25,9.75,13395.76,Single-family residential,20.21,2.89,1374,150.68,,,Middelburg,,,
6327,ed14ebe6-4ad6-4dae-bf2d-aadc73171861,SouthAfrica,56.17,31.09,6.03,10151.27,Single-family residential,26.49,2.58,1683,180.74,,,Middelburg,,,
6328,a58619a9-3d69-4ac9-9bb4-df5cafcec7dd,SouthAfrica,14.21,5.64,1.09,1614.82,Single-family residential,16.35,2.02,1475,113.62,,,Middelburg,,,
6329,3c69ea32-2fb2-412b-94ab-7b3897ac4577,SouthAfrica,59.56,22.98,4.46,7214.64,Single-family residential,22.38,2.07,1618,121.13,,,Middelburg,,,
6330,acf2d3b7-9a95-4343-a607-b9ca4b6cf47d,SouthAfrica,12.85,4.17,0.81,1257.49,Single-family residential,22.34,2.2,1553,97.88,,,Middelburg,,,
6331,6f541573-d214-41a4-b8d0-769f05fa3089,SouthAfrica,59.83,33.5,6.5,9378.62,Single-family residential,23.34,2.43,1443.03,156.75,,,Middelburg,,,
6332,80ff370c-1cbe-4d26-bfc0-6df02ce25cba,SouthAfrica,8.58,2.66,0.52,622.57,Single-family residential,22.75,,1205,72.58,,,Middelburg,,,
6333,a0114b42-1b75-4766-b028-e38ace474156,SouthAfrica,45,22.93,4.45,6280.41,Single-family residential,28.43,,1412,139.58,,,Middelburg,,,
6334,6e99b3fd-0eee-4122-a68b-665d5f2894b7,SouthAfrica,17.88,0,0,0,Single-family residential,22.53,,,0,,,Middelburg,,,
6335,2979ecdf-6595-4b6e-b274-a9cba7e0f961,SouthAfrica,36.23,18.75,3.64,5006.02,Single-family residential,24.97,2.71,1376,138.18,,,Middelburg,,,
6336,5c64e888-757b-4556-9bbc-586ad67d5310,SouthAfrica,13.79,4.71,0.91,1458.65,Single-family residential,20.91,2.08,1596.36,105.77,,,Middelburg,,,
6337,1c0058e5-32b2-47c9-80fe-9e4d06a6aa40,SouthAfrica,8.53,2.6,0.51,891.43,Single-family residential,0,2,1765,104.53,,,Middelburg,,,
6338,5bd90eb6-0213-4ecd-baee-4a2dabe9c03c,SouthAfrica,23.44,10.97,2.13,2836.39,Single-family residential,22.17,,1332.2,121,,,Middelburg,,,
6339,bf87d2f5-4d8c-4c76-a2c2-66241b64ba1c,SouthAfrica,56.88,30.05,5.83,8110.19,Single-family residential,20.58,2.07,1391.03,142.6,,,Middelburg,,,
6340,c16651ff-94db-46fa-a828-eef7591493cf,SouthAfrica,19.54,8.74,1.7,2680.85,Single-family residential,20.03,,1581,137.21,,,Middelburg,,,
6341,dd274af7-de01-4591-9ae1-7b3896e6e1c9,SouthAfrica,72.13,37.48,7.27,11678.51,Single-family residential,19.34,2.83,1606,161.92,,,Middelburg,,,
6342,0026d5f1-53a5-4a2e-a621-0b59cfa9dbe5,SouthAfrica,65.63,34.1,6.62,10400.24,Single-family residential,19.82,2.06,1572.01,158.47,,,Middelburg,,,
6343,d65c9364-efc2-43ee-bd0f-b8e7622f5e05,SouthAfrica,60.34,33.89,6.57,10393.11,Single-family residential,20.69,2.09,1581,172.24,,,Middelburg,,,
6344,da34821b-925d-4017-96e4-361d795cbfee,SouthAfrica,45.39,25.29,4.91,7767.91,Single-family residential,22.52,2.32,1583.57,171.12,,,Middelburg,,,
6345,4b7767a0-5b30-4ea1-bdf9-3db0b863aba5,SouthAfrica,42.82,22.61,4.39,6468.8,Single-family residential,19.08,2.37,1474.55,151.08,,,Middelburg,,,
6346,77982e46-3669-418a-b36c-adbb84a84b23,SouthAfrica,81.24,43.86,8.51,11025.63,Single-family residential,22.69,3.22,1295.76,135.72,,,Middelburg,,,
6347,8713c9d6-574a-43e6-8e3a-9c429d5d0110,SouthAfrica,86.65,47.84,9.28,15156.77,Single-family residential,24.64,,1633.09,174.93,,,Middelburg,,,
6348,b6803535-9fd0-429f-a173-2913ddb1a6f8,SouthAfrica,36.23,18.73,3.63,5540.1,Single-family residential,24.25,,1524.72,152.93,,,Middelburg,,,
6349,9705d6f2-119f-42f7-9ecf-5d5710e75a3b,SouthAfrica,27.86,13.56,2.63,3713.62,Single-family residential,20.37,,1412,133.29,,,Middelburg,,,
6350,ca431fa0-0a31-4fba-b3bb-62c00efbe6c9,SouthAfrica,60.77,33.93,6.58,9794.26,Single-family residential,25.63,2.88,1487.93,161.18,,,Middelburg,,,
6351,62b3d8a3-db7f-4535-86d1-5878d1eda545,SouthAfrica,55.87,30.39,5.9,8112.65,Single-family residential,24.4,,1376,145.2,,,Middelburg,,,
6352,b4291c4c-1773-4062-8403-c456cbc944db,SouthAfrica,47.39,24.45,4.74,7373.9,Single-family residential,19.58,2.44,1556,155.6,,,Middelburg,,,
6353,4aa4a0f6-27d0-48a7-a41b-0fb8c6da3b38,SouthAfrica,13.37,4.76,0.92,1490.93,Single-family residential,23.79,,1614.03,111.52,,,Middelburg,,,
6354,bfe15815-56e1-4abf-86c8-6f49bafd6647,SouthAfrica,49.24,25.34,4.92,8385.78,Single-family residential,19.81,,1706,170.32,,,Middelburg,,,
6355,de838c18-e8f9-48ff-9e90-541be32fca7b,SouthAfrica,6.66,0,0,0,Single-family residential,16.42,,,0,,,Middelburg,,,
6356,620570cd-9420-4ee8-aca4-eb66eb0f93c5,SouthAfrica,24.58,2.9,0.56,870.21,Single-family residential,29.14,2,1549.4,35.4,,,Middelburg,,,
6357,75147837-a6a5-48fc-84e7-170b7ba709e4,SouthAfrica,16.98,6.98,1.35,2220.42,Single-family residential,35.24,,1639.63,130.78,,,Middelburg,,,
6358,0f21c717-e707-4727-897e-4967b48dc3a7,SouthAfrica,46,25.16,4.88,6192.4,Single-family residential,25.97,,1268.42,134.62,,,Middelburg,,,
6359,72dc610e-8faa-4af1-ab2d-690151334dbd,SouthAfrica,37.73,16.56,3.21,5293.59,Single-family residential,19.03,2.21,1647.71,140.31,,,Middelburg,,,
6360,566371d8-a153-475c-8809-b2c2b41b2a16,SouthAfrica,23.45,8.55,1.66,2899.44,Single-family residential,24.53,,1748,123.66,,,Middelburg,,,
6361,07802827-8dbe-451f-b1d6-e578369b2b53,SouthAfrica,73.81,42.91,8.32,13161.12,Single-family residential,25.34,2.18,1581,178.32,,,Middelburg,,,
6362,75b7438d-0781-4cc0-be62-5c076dfe5eef,SouthAfrica,19.73,7.57,1.47,2017.24,Single-family residential,21.78,,1374,102.22,,,Middelburg,,,
6363,59aa0753-7777-4330-aa23-908e6b066f70,SouthAfrica,51.16,27.61,5.36,8100.77,Single-family residential,19.36,2.51,1512.36,158.36,,,Middelburg,,,
6364,1062ab50-236e-4b16-9588-043e767c8270,SouthAfrica,56.42,31.59,6.12,9818.13,Single-family residential,18.14,2.3,1603.63,174.02,,,Middelburg,,,
6365,59c4ee5c-e046-4896-a890-347318e18b41,SouthAfrica,97.17,46.95,9.11,13854.15,Single-family residential,21.54,2.27,1521.1,142.57,,,Middelburg,,,
6366,5f7938d6-d58f-4d85-abb8-3292fa7e67c2,SouthAfrica,57.4,32.9,6.38,8941.28,Single-family residential,24.66,,1401,155.77,,,Middelburg,,,
6367,a0892c12-9499-4e47-90c7-b2c091b5ff31,SouthAfrica,20.94,7.49,1.45,1774.76,Single-family residential,25.27,,1221,84.74,,,Middelburg,,,
6368,448ac70a-1144-44af-baa0-214417a8c219,SouthAfrica,15.01,0,0,0,Single-family residential,36.4,,,0,,,Middelburg,,,
6369,43eabb1c-7da4-408d-b2f3-7f947d23363e,SouthAfrica,33.83,16.95,3.28,5204.63,Single-family residential,20.51,2.11,1584.66,153.87,,,Middelburg,,,
6370,10010fd1-9f15-4d35-9dd1-6492e4cd326f,SouthAfrica,41.04,21.14,4.1,5793.65,Single-family residential,20.09,,1412.63,141.17,,,Middelburg,,,
6371,94810d36-ce31-46a7-b92c-7b3a0281e1fb,SouthAfrica,20.88,9.73,1.89,2828.84,Single-family residential,17.8,,1499.78,135.51,,,Middelburg,,,
