OBJECTID,uuid,City,Surface_area,Potential_installable_area,Peak_installable_capacity,Energy_potential_per_year,Assumed_building_type,Estimated_tilt,Estimated_building_height,Estimated_capacity_factor,Unit_installation_price,Date_added,Comment,aoi,roof_quality,Estimated_installation_efficiency
"1",66a872cf-2809-419e-9160-2753ebeda9ad,StMaarten,37.5999984741211,9.32999992370605,1.80999994277954,2764.76000976562,Single-family residential,14.8599996566772,5.76000022888184,"1527",,,,Upper Princes Quarter,Good,73.5400009155273
"2",d86b5784-dc64-4e58-89d4-72ef84a329a0,StMaarten,147.990005493164,68.9300003051758,13.3699998855591,20418.259765625,Single-family residential,16.6200008392334,3.85999989509583,"1527",,,,Upper Princes Quarter,Good,137.970001220703
"3",4eeef961-4ea6-4330-a2c7-361d45f21e52,StMaarten,166.410003662109,101.360000610352,19.6599998474121,34196.19921875,Single-family residential,8.64000034332275,6.84000015258789,"1739",,,,Little Bay Area,Good,205.5
"4",16d0a6a9-d38e-40bb-a801-154805e06530,StMaarten,249.380004882812,130.699996948242,25.3600006103516,38502.91015625,Single-family residential,17.1200008392334,10.5600004196167,"1518.47",,,,Cul-de-Sac,Good,154.399993896484
"5",5b5f1e27-eed7-4899-b5d8-5e4c629298b1,StMaarten,310.839996337891,127.550003051758,24.7399997711182,42387.08984375,Single-family residential,0,6.75,"1713",,,,Cole Bay,Good,136.360000610352
"6",97208f04-d8de-4e88-8b0e-72f7193fab0a,StMaarten,201.679992675781,62.9199981689453,12.210000038147,19196.919921875,Single-family residential,21.3299999237061,6.13000011444092,"1572.6",,,,Little Bay Area,Good,95.1800003051758
"7",dad9b5e1-efa7-43b6-b69d-27d2eee381f6,StMaarten,138.389999389648,61.3899993896484,11.9200000762939,19907.349609375,Single-family residential,12.1899995803833,2.8199999332428,"1669.82",,,,Little Bay Area,Good,143.850006103516
"8",bc7a2fa9-5c94-41c9-bbe7-e0115dfbaa5d,StMaarten,239.160003662109,101.669998168945,19.7199993133545,32320.890625,Single-family residential,14.960000038147,,"1638.68",,,,Little Bay Area,Good,135.139999389648
"9",acd1887e-e3f5-4e57-b4b5-25361e8fe14b,StMaarten,127.650001525879,55.5999984741211,10.789999961853,18757.830078125,Single-family residential,0,2.73000001907349,"1739",,,,Philipsburg,Good,146.949996948242
"10",d3a17c58-5ec5-4f5c-b15f-28cbc42163ff,StMaarten,78.3399963378906,34.8600006103516,6.76000022888184,10191.490234375,Multi-family residential,26.8199996948242,8.71000003814697,"1507",,,,Upper Princes Quarter,Good,130.100006103516
"11",05fa29e5-76b8-44e2-a580-78ebdd1b6c7f,StMaarten,102.430000305176,55.5,10.7700004577637,17172.880859375,Single-family residential,14.1000003814697,3.23000001907349,"1595",,,,Upper Princes Quarter,Good,167.649993896484
"12",0f289dd7-47bb-4e8e-9263-822f12cc51d5,StMaarten,85.620002746582,31.5799999237061,6.13000011444092,9624.8603515625,Single-family residential,14.7200002670288,2.25999999046326,"1570.8",,,,Cole Bay,Medium,112.410003662109
"13",dac4565b-3bae-43eb-8b3c-b7e5ffc6eabb,StMaarten,25.8199996948242,9.90999984741211,1.91999995708466,2329.78002929688,Single-family residential,32.6300010681152,,"1212",,,,Cole Bay,Good,90.2200012207031
"14",b21a291e-8e3e-433e-a733-0732df38be0f,StMaarten,104.769996643066,54.3300018310547,10.539999961853,16671.109375,Single-family residential,11.4700002670288,9.89999961853027,"1581.82",,,,Upper Princes Quarter,Good,159.119995117188
"15",0342a54f-3b42-47fb-8dac-6a5853434cb5,StMaarten,46.8300018310547,12.8999996185303,2.5,3913.0400390625,Single-family residential,12.6300001144409,2.11999988555908,"1564",,,,Little Bay Area,Medium,83.5599975585938
"16",0eb5bad1-0e50-497f-88f1-1077a86a8f84,StMaarten,107.879997253418,26.6800003051758,5.17999982833862,8603,Single-family residential,9.72999954223633,3.83999991416931,"1662",,,,Lower Princes Quarter,Medium,79.75
"17",08b78ad0-a4a5-4666-9b84-d38200033df8,StMaarten,102.48999786377,38.8800010681152,7.53999996185303,12356.849609375,Single-family residential,24.0900001525879,2.51999998092651,"1638.41",,,,Lower Princes Quarter,Medium,120.569999694824
"18",0c0af7a7-9f4a-4262-b635-7514ad2f5ba2,StMaarten,71.5899963378906,33.7099990844727,6.53999996185303,10869.0595703125,Single-family residential,9.38000011444092,4.3899998664856,"1662",,,,Cul-de-Sac,Medium,151.820007324219
"19",09494ec3-1960-4fb9-9a9d-f0bff1514167,StMaarten,326.690002441406,84.3600006103516,16.3500003814697,25317.259765625,Single-family residential,26.5200004577637,8.42000007629395,"1548.52",,,,Cul-de-Sac,Medium,77.5
"20",5e1d7d6d-f18a-4ae2-b96e-a98e2707b765,StMaarten,31.6399993896484,13.9200000762939,2.70000004768372,4724.06005859375,Single-family residential,0,,"1749",,,,Upper Princes Quarter,Medium,149.309997558594
"21",dc407b65-f791-4d6e-8862-6a13c6a28496,StMaarten,50.6699981689453,20.0900001525879,3.90000009536743,6817.4599609375,Single-family residential,0,,"1749",,,,Upper Princes Quarter,Medium,134.550003051758
"22",b52d93a2-c463-450a-8b6f-76752cf78346,StMaarten,44.2700004577637,14.9399995803833,2.90000009536743,5069.43994140625,Single-family residential,0,4.11999988555908,"1749",,,,Upper Princes Quarter,Medium,114.51000213623
"23",918e6177-73c5-4026-bd13-21395f1ecc05,StMaarten,80.9300003051758,38.0200004577637,7.38000011444092,11263.9404296875,Single-family residential,11.4700002670288,5.26999998092651,"1527",,,,Upper Princes Quarter,Medium,139.190002441406
"24",cb50a2f8-688b-48ce-bf56-90016aedd1ef,StMaarten,74.3600006103516,36.9500007629395,7.17000007629395,12538.5,Single-family residential,0,,"1749",,,,Upper Princes Quarter,Medium,168.610000610352
"25",471928a1-b30a-44a6-91fb-55a61df9f76b,StMaarten,81.0800018310547,11.0100002288818,2.14000010490417,3406.28002929688,Single-family residential,14.4799995422363,2.23000001907349,"1595",,,,Upper Princes Quarter,Medium,42.0099983215332
"26",68f36d65-1071-482e-b615-24717186ca37,StMaarten,78.9199981689453,36.6500015258789,7.1100001335144,12434.8603515625,Single-family residential,9.43000030517578,3.75999999046326,"1749",,,,Upper Princes Quarter,Medium,157.550003051758
"27",d4ed9bae-0354-40ac-8140-bd2039f12317,StMaarten,86.370002746582,38.0900001525879,7.3899998664856,12924.66015625,Single-family residential,8.60000038146973,4.40999984741211,"1749",,,,Upper Princes Quarter,Medium,149.649993896484
"28",80e8e37c-c943-424b-9936-76ba605cc56c,StMaarten,191.479995727539,103.870002746582,20.1499996185303,32260.259765625,Single-family residential,12.8599996566772,14.6599998474121,"1600.95",,,,Cul-de-Sac,Good,168.470001220703
"29",acbcd1f5-ff71-4967-b14d-ee14300cadda,StMaarten,21.1399993896484,2.63000011444092,0.509999990463257,871.97998046875,Single-family residential,0,2.38000011444092,"1706",,,,Lower Princes Quarter,Good,41.25
"30",ca183419-c573-4fe9-8161-5da663716676,StMaarten,108.819999694824,35.4799995422363,6.88000011444092,10885.98046875,Single-family residential,11.9300003051758,2.72000002861023,"1581.5",,,,Cole Bay,Medium,100.040000915527
"31",6cb78b72-d2ea-464f-b6f8-59e6b9aba4d1,StMaarten,53.189998626709,11.210000038147,2.1800000667572,3083.56005859375,Single-family residential,20.9300003051758,,"1417.54",,,,Cole Bay,Medium,57.9799995422363
"32",8c137b3f-8cad-4060-b18d-3128840ca9a3,StMaarten,54.9599990844727,23.2099990844727,4.5,7713.169921875,Single-family residential,0,2.58999991416931,"1713",,,,Cole Bay,Medium,140.339996337891
"33",9853facd-2ae5-4ddc-9cdd-462ce5368e4e,StMaarten,103.790000915527,33.4199981689453,6.48000001907349,11105.5498046875,Single-family residential,0,2.65000009536743,"1713",,,,Cole Bay,Medium,107
"34",31278046-f6b3-4568-afea-70d314d6c739,StMaarten,48.9799995422363,17.7600002288818,3.44000005722046,5684.2900390625,Single-family residential,22.6599998474121,2.58999991416931,"1650.24",,,,Cole Bay,Medium,116.059997558594
"35",3ca1fa8a-5c73-4cc4-a45d-ee6d4d1ad983,StMaarten,571.369995117188,283.179992675781,54.939998626709,90831.5703125,Industrial,11.9200000762939,6.42999982833862,"1653.39",,,,Cole Bay,Good,158.970001220703
"36",437b8cb8-d56a-436e-ba1a-1bc552dae3a1,StMaarten,256.339996337891,86.8600006103516,16.8500003814697,28746.3203125,Single-family residential,9.1899995803833,11.6599998474121,"1706",,,,Upper Princes Quarter,Good,112.139999389648
"37",e1a91a34-5947-451a-b017-9dc86611245e,StMaarten,56.5299987792969,27.3299999237061,5.30000019073486,8899.0498046875,Single-family residential,15.3900003433228,3.0699999332428,"1678.29",,,,Lower Princes Quarter,Good,157.429992675781
"38",75c35add-7650-4e60-a13c-ca04b8889d66,StMaarten,336.630004882812,146.309997558594,28.3799991607666,47175.3203125,Single-family residential,0,6.26999998092651,"1662",,,,Cul-de-Sac,Good,140.139999389648
"39",c2d59944-dd6b-48ad-aaae-380b045a770c,StMaarten,131.119995117188,56.3400001525879,10.9300003051758,18574.44921875,Single-family residential,14.789999961853,5.07000017166138,"1699.52",,,,Lower Princes Quarter,Good,141.660003662109
"40",b652539a-12cc-4f67-88b3-c8d9b738cf7b,StMaarten,43.25,21.5799999237061,4.19000005722046,7143.18994140625,Single-family residential,0,2.28999996185303,"1706",,,,Lower Princes Quarter,Good,165.160003662109
"41",f7919b3a-2d1e-434a-96ac-8ba8c97aba4d,StMaarten,421.290008544922,179.589996337891,34.8400001525879,59543.26171875,Single-family residential,0,5,"1709",,,,Low Lands,Good,141.339996337891
"42",a76d439a-3407-49a6-b33d-e2d0a06db04e,StMaarten,50.3600006103516,27.7399997711182,5.38000011444092,8767.7197265625,Single-family residential,13.9899997711182,2.45000004768372,"1629",,,,Cole Bay,Good,174.110000610352
"43",35f2e4ec-7e3a-42ca-a858-ca49bf591354,StMaarten,453.079986572266,164.889999389648,31.9899997711182,53166.609375,Single-family residential,0,6.26999998092651,"1662",,,,Lower Princes Quarter,Good,117.339996337891
"44",e57ea7ab-3a7f-4325-a708-b4f9ebb1bb99,StMaarten,79.379997253418,28.7000007629395,5.57000017166138,9438.919921875,Single-family residential,9.82999992370605,,"1695",,,,Cole Bay,Good,118.910003662109
"45",949306e2-edfd-4619-b9df-231d1c22af15,StMaarten,60.9000015258789,29.0200004577637,5.63000011444092,9357.5595703125,Single-family residential,9.02999973297119,5.71000003814697,"1662",,,,Lower Princes Quarter,Good,153.660003662109
"46",ed70d78e-a2cd-4223-af87-90c405c59e04,StMaarten,103.139999389648,60.1199989318848,11.6599998474121,18955.19921875,Single-family residential,15.9399995803833,2.82999992370605,"1625.22",,,,Lower Princes Quarter,Good,183.779998779297
"47",8a8502f2-5811-4268-a5e5-051d4b00eb1f,StMaarten,24.1000003814697,8.93000030517578,1.73000001907349,2935.98999023438,Single-family residential,0,,"1695",,,,Cole Bay,Good,121.830001831055
"48",f58ebad4-85c6-45da-9322-60359ae545fd,StMaarten,168.270004272461,91.2900009155273,17.7099990844727,30265.41015625,Single-family residential,0,3.50999999046326,"1709",,,,Simpson Bay,Good,179.860000610352
"49",01ae0d63-0471-429a-b43b-22c27a9d88c4,StMaarten,70.2300033569336,28.2399997711182,5.48000001907349,9308.33984375,Single-family residential,13.6400003433228,4.32999992370605,"1699",,,,Upper Princes Quarter,Good,132.529998779297
"50",bf301314-1bcb-4fe2-b3f0-a695576e26e0,StMaarten,76.5599975585938,8.65999984741211,1.67999994754791,2732.22998046875,Single-family residential,19.9300003051758,3.77999997138977,"1625.87",,,,Upper Princes Quarter,Good,35.689998626709
"51",82e9fb46-d422-4923-b020-14662b73ed66,StMaarten,191,91.3099975585938,17.7099990844727,27595.310546875,Single-family residential,22.9400005340576,6.69000005722046,"1557.78",,,,Cul-de-Sac,Good,144.479995727539
"52",f3915457-a8c0-4996-adb1-7d087331cfd5,StMaarten,203.100006103516,94.4599990844727,18.3299999237061,29530.279296875,Single-family residential,16.1800003051758,5.96000003814697,"1611.42",,,,Cole Bay,Good,145.399993896484
"53",c6ab3cfc-e460-461e-ac1e-92a814ac4a64,StMaarten,54.4199981689453,25.2800006866455,4.90000009536743,8163.330078125,Single-family residential,16.1800003051758,2.4300000667572,"1664.37",,,,Cole Bay,Good,150.009994506836
"54",38523672-46ef-4d53-a80e-56e48de356bf,StMaarten,23.5699996948242,7.48000001907349,1.45000004768372,2411.88989257812,Single-family residential,0,2.8199999332428,"1662",,,,Cul-de-Sac,Good,102.339996337891
"55",9da6bb68-37fe-4afd-b21c-e9fc4e19a4d8,StMaarten,132.419998168945,27.1399993896484,5.26000022888184,8073.2001953125,Single-family residential,22.9899997711182,3.82999992370605,"1533.48",,,,Cole Bay,Good,60.9700012207031
"56",bd6a66aa-81d7-4cbd-8846-be2588c39168,StMaarten,126.76000213623,52.5099983215332,10.1899995803833,16621.849609375,Single-family residential,29.0699996948242,6.94999980926514,"1631.8",,,,Cul-de-Sac,Good,131.119995117188
"57",8bf36891-e82a-483c-b874-446f59914d63,StMaarten,20.4500007629395,7.05999994277954,1.37000000476837,2262.78002929688,Single-family residential,16.7700004577637,2.17000007629395,"1653",,,,Upper Princes Quarter,Good,110.629997253418
"58",88fadc06-ff03-41be-be50-b09c97241508,StMaarten,168.479995727539,4.1100001335144,0.800000011920929,984.119995117188,Single-family residential,41.1300010681152,21.8999996185303,"1233.15",,,,Cul-de-Sac,Good,5.84000015258789
"59",4e9a5e2f-b820-4e59-8e09-24ec98e3661e,StMaarten,126,77.3300018310547,15,24934.310546875,Single-family residential,8.72999954223633,8.01000022888184,"1662",,,,Cul-de-Sac,Good,197.889999389648
"60",8c7a2e00-0595-4d43-8c25-da3ca88c6b6c,StMaarten,164.770004272461,66.9400024414062,12.9899997711182,22155.41015625,Single-family residential,0,3.05999994277954,"1706",,,,Lower Princes Quarter,Good,134.460006713867
"61",6656195f-4463-4bc0-bcc9-fe5a342f12b6,StMaarten,128.699996948242,23.3799991607666,4.53000020980835,7428.0498046875,Single-family residential,14.3999996185303,,"1638",,,,Lower Princes Quarter,Good,57.7099990844727
"62",05be5e9c-5dd0-49cb-9347-5ffbdc4fa3a9,StMaarten,36.5900001525879,13.2299995422363,2.5699999332428,4377.97998046875,Single-family residential,8.27000045776367,,"1706",,,,Lower Princes Quarter,Good,119.639999389648
"63",23666a12-10f2-4430-ab36-8fbaea07ede8,StMaarten,276.350006103516,113.620002746582,22.0400009155273,37670.5703125,Single-family residential,0,5.09999990463257,"1709",,,,Low Lands,Good,136.320007324219
"64",3911b319-ab5c-49c8-aefa-e86595da33f7,StMaarten,147.039993286133,54.5400009155273,10.5799999237061,17329.69921875,Single-family residential,16.5599994659424,9.47000026702881,"1638",,,,Cul-de-Sac,Good,117.849998474121
"65",25f0e12b-b1f2-4582-bb93-e37effc85845,StMaarten,37.25,12.1899995803833,2.36999988555908,3782.28002929688,Single-family residential,26.6000003814697,7.05000019073486,"1599",,,,Cul-de-Sac,Good,101.529998779297
"66",c9d21442-8e66-4a10-9928-a3dc77b06e4c,StMaarten,37.6100006103516,12.1499996185303,2.35999989509583,3768.3701171875,Single-family residential,25.5,6.88000011444092,"1599",,,,Cul-de-Sac,Good,100.190002441406
"67",8b4a77aa-c157-407e-94c5-98f4538e2381,StMaarten,198.669998168945,99.6600036621094,19.3299999237061,32983.23828125,Single-family residential,0,3.71000003814697,"1706",,,,Lower Princes Quarter,Good,166.020004272461
"68",c8ce6a5b-a896-4f09-8fa3-de27649d5b0f,StMaarten,50.3499984741211,14.8400001525879,2.88000011444092,4540.169921875,Single-family residential,17.9699993133545,10.3100004196167,"1578.81",,,,Cul-de-Sac,Good,90.1699981689453
"69",c63f0530-2a07-4ede-8c18-3f6b49ce4036,StMaarten,399.170013427734,292.649993896484,56.7700004577637,94359.59375,Multi-family residential,8.23999977111816,5.03999996185303,"1662",,,,Lower Princes Quarter,Good,236.389999389648
"70",2313ab3d-b714-4ffc-b879-80ffdabf7547,StMaarten,321.299987792969,186.669998168945,36.2099990844727,60827.58984375,Single-family residential,19.8799991607666,11.1099996566772,"1679.7",,,,Upper Princes Quarter,Good,189.320007324219
"71",356e13b1-7584-4fcd-8074-bf227f2130ba,StMaarten,80,47.6199989318848,9.23999977111816,14393.8095703125,Single-family residential,10.710000038147,19.0699996948242,"1558",,,,Cul-de-Sac,Good,179.919998168945
"72",f9370842-7db2-4a27-973c-00cf31724b94,StMaarten,117.98999786377,55.2000007629395,10.710000038147,17651.849609375,Single-family residential,14.2799997329712,3.74000000953674,"1648.31",,,,Lower Princes Quarter,Good,149.610000610352
"73",3f4042f6-68ab-4435-81c5-a974934c647a,StMaarten,161.020004272461,47.4700012207031,9.21000003814697,15711.6396484375,Single-family residential,0,3.15000009536743,"1706",,,,Lower Princes Quarter,Good,97.5699996948242
"74",6dd3d281-3cb7-4a8c-a268-7ea9d2f88d50,StMaarten,69.0400009155273,25.0699996948242,4.8600001335144,8261.7197265625,Single-family residential,11.6300001144409,3.00999999046326,"1699",,,,Upper Princes Quarter,Good,119.660003662109
"75",8cc5e5ba-627b-4d7c-b5a5-19ab4d7d64b3,StMaarten,178.600006103516,90.7900009155273,17.6100006103516,29274.810546875,Single-family residential,9.89999961853027,3.5,"1662",,,,Cul-de-Sac,Good,163.910003662109
"76",35a02f24-70eb-4590-b389-db0c7080abef,StMaarten,202.410003662109,97.4000015258789,18.9099998474121,28358.98046875,Single-family residential,21.8299999237061,,"1499.29",,,,Cul-de-Sac,Good,140.110000610352
"77",2963ba1c-e750-4cf4-9509-d0c8858d5338,StMaarten,78.9599990844727,44.0499992370605,8.55000019073486,14578.419921875,Single-family residential,0,4.21999979019165,"1706",,,,Lower Princes Quarter,Good,184.639999389648
"78",746774e1-e418-4165-bce6-3b877c8904ef,StMaarten,49.9300003051758,25.9899997711182,5.03999996185303,8103.4599609375,Single-family residential,11.9899997711182,4.21000003814697,"1608.64",,,,Lower Princes Quarter,Good,162.289993286133
"79",0b8b7137-5e62-48fc-b1b4-847a97846025,StMaarten,121.01000213623,45.7799987792969,8.88000011444092,15150.98046875,Single-family residential,0,3.91000008583069,"1706",,,,Lower Princes Quarter,Good,125.209999084473
"80",d96f6d88-d331-4ddb-a812-f71bfed1c471,StMaarten,69.4300003051758,37.5499992370605,7.28000020980835,12218.240234375,Single-family residential,14.8999996185303,,"1677.31",,,,Lower Princes Quarter,Good,175.979995727539
"81",3ad1dca1-00ef-4f0e-86bc-90cc7faba329,StMaarten,89.7099990844727,47.3800010681152,9.1899995803833,15423.7802734375,Single-family residential,16.4599990844727,3.25999999046326,"1678.07",,,,Lower Princes Quarter,Good,171.929992675781
"82",e6d87f14-a307-4bb1-9d66-bd9007bf5e99,StMaarten,365.959991455078,212.369995117188,41.2000007629395,64190.55078125,Single-family residential,16.2399997711182,9.3100004196167,"1558",,,,Lower Princes Quarter,Good,175.399993896484
"83",fbecae8a-0d9b-41b5-9157-c5c535a7642d,StMaarten,43.060001373291,9.52000045776367,1.85000002384186,3149.22998046875,Single-family residential,0,3.65000009536743,"1706",,,,Lower Princes Quarter,Good,73.1399993896484
"84",1ab72f8d-d11c-47ad-86c8-dbe057db3c20,StMaarten,74.0500030517578,29.5599994659424,5.73999977111816,8844.4697265625,Single-family residential,15.460000038147,4.3600001335144,"1542.12",,,,Cul-de-Sac,Good,119.440002441406
"85",ae911972-4681-4658-b24d-2e05ff339be2,StMaarten,61.6300010681152,21.3500003814697,4.1399998664856,7066.18994140625,Single-family residential,0,2.91000008583069,"1706",,,,Lower Princes Quarter,Good,114.650001525879
"86",4710ad9c-ad6d-48ff-b75d-4080146def2f,StMaarten,475.679992675781,162.940002441406,31.6100006103516,53580.69921875,Public,0,4.3600001335144,"1695",,,,Simpson Bay,Good,112.639999389648
"87",f2bd86fb-15ef-4203-b989-21001f041850,StMaarten,194.990005493164,115.040000915527,22.3199996948242,37827.37890625,Single-family residential,0,3.47000002861023,"1695",,,,Cole Bay,Good,194
"88",6d6269a2-50c9-40b6-ac67-368a0c2ed9c3,StMaarten,20.0200004577637,4.34999990463257,0.839999973773956,1440.40002441406,Single-family residential,0,3.34999990463257,"1706",,,,Lower Princes Quarter,Good,71.9599990844727
"89",e0c4dc62-15ac-401b-87a3-f8b72dd9488a,StMaarten,370.989990234375,150.820007324219,29.2600002288818,44489.69140625,Single-family residential,10.460000038147,3.49000000953674,"1520.51",,,,Lower Princes Quarter,Good,119.919998168945
"90",de76176f-8470-4db0-8c65-b5c7c45138e0,StMaarten,223.899993896484,101.98999786377,19.7900009155273,33813.109375,Single-family residential,9.31999969482422,6.90999984741211,"1709",,,,Low Lands,Good,151.020004272461
"91",b8a6ade8-8241-43a2-8de4-80123abab00c,StMaarten,78.5800018310547,19.7900009155273,3.83999991416931,5898.990234375,Single-family residential,25.8899993896484,3.64000010490417,"1536.34",,,,Upper Princes Quarter,Good,75.0699996948242
"92",802efb17-5e0b-44c0-ab40-bbea1f791f2c,StMaarten,135.5,63.6100006103516,12.3400001525879,20583.16015625,Single-family residential,18.0100002288818,2.23000001907349,"1668",,,,Lower Princes Quarter,Good,151.910003662109
"93",cc2f8817-4222-4446-a8e9-84d329177026,StMaarten,137.75,43.0999984741211,8.35999965667725,13719.66015625,Single-family residential,21.6900005340576,4.26000022888184,"1640.7",,,,Lower Princes Quarter,Good,99.5999984741211
"94",62de7d72-be4f-469c-a9d2-2dd52d6b3c84,StMaarten,148.059997558594,73.8099975585938,14.3199996948242,21405.279296875,Single-family residential,21.3899993896484,,"1494.93",,,,Upper Princes Quarter,Good,144.570007324219
"95",415b6503-8ae8-48f1-933d-50546e6e135a,StMaarten,212.970001220703,81.1100006103516,15.75,26419.830078125,Single-family residential,11.3400001525879,10.2299995422363,"1677.35",,,,Lower Princes Quarter,Good,124.050003051758
"96",0b6a5c5f-535f-405c-bc3c-6d4fdc318a52,StMaarten,793.489990234375,156.960006713867,30.4200000762939,49179.76953125,Hotels,19.9200000762939,29.5499992370605,"1616.67",,,,Upper Princes Quarter,Good,61.9799995422363
"97",9fb0320d-475d-4132-bc73-7a0c075761a6,StMaarten,80.370002746582,11.75,2.27999997138977,3787.18994140625,Single-family residential,0,2,"1662",,,,Cul-de-Sac,Good,47.1199989318848
"98",fb2afb53-c03f-4e7a-acb9-7830426bfb50,StMaarten,92.2300033569336,24.4099998474121,4.73999977111816,8080.330078125,Single-family residential,9.02000045776367,2.79999995231628,"1706",,,,Lower Princes Quarter,Good,87.6100006103516
"99",8bfa18f6-4ce5-400c-8e1f-19e3f204736f,StMaarten,420.029998779297,247.169998168945,47.9500007629395,79182,Single-family residential,11.039999961853,3.16000008583069,"1651.34",,,,Simpson Bay,Good,188.520004272461
"100",4104d8e1-93a5-4b54-ac67-a610730e17ca,StMaarten,141.830001831055,69.629997253418,13.5100002288818,20502.900390625,Single-family residential,17.2800006866455,6.57999992370605,"1517.85",,,,Lower Princes Quarter,Good,144.559997558594
"101",a6ac748e-da54-4798-ba19-23bd7f7664b8,StMaarten,58.8800010681152,21.3299999237061,4.1399998664856,7061.10986328125,Single-family residential,0,6.44000005722046,"1706",,,,Lower Princes Quarter,Good,119.930000305176
"102",fbbb2058-5acc-430e-96d6-5cc4ea08b8b4,StMaarten,211.020004272461,116.769996643066,22.6499996185303,38396.19921875,Single-family residential,0,2.03999996185303,"1695",,,,Cole Bay,Good,181.960006713867
"103",99cce004-aecb-4c80-a4b5-4fc277fc367a,StMaarten,69.75,36.9700012207031,7.17000007629395,11724.0302734375,Multi-family residential,10.5200004577637,5.73999977111816,"1634.63",,,,Upper Princes Quarter,Good,168.080001831055
"104",688c0d07-5011-48e9-aec6-f24a9093fa95,StMaarten,36.7799987792969,0,0,0,Single-family residential,0,,,,,,Upper Princes Quarter,Good,0
"105",5b509953-8665-4764-8e59-9d8138e6cd52,StMaarten,123.449996948242,45.7400016784668,8.86999988555908,14749.33984375,Single-family residential,0,2.89000010490417,"1662",,,,Cul-de-Sac,Good,119.480003356934
"106",c05b2442-6572-4167-9f52-3eabe98d4e93,StMaarten,38.1300010681152,16.5599994659424,3.21000003814697,4813.81982421875,Single-family residential,20.9400005340576,3.84999990463257,"1498.49",,,,Upper Princes Quarter,Good,126.26000213623
"107",2c6b5d7a-a3bd-463f-8181-46b6b0de5641,StMaarten,133.929992675781,74.4100036621094,14.4300003051758,23081.310546875,Single-family residential,24.5599994659424,7.17000007629395,"1599",,,,Cul-de-Sac,Good,172.339996337891
"108",dd4ac0d1-e341-4b0e-923a-494cc64231e6,StMaarten,170.350006103516,98.4599990844727,19.1000003814697,31744.880859375,Single-family residential,8.53999996185303,8.30000019073486,"1662",,,,Cul-de-Sac,Good,186.350006103516
"109",99a4251c-09eb-4b6b-9c73-f88601b70a6a,StMaarten,237.649993896484,139.190002441406,27,46958.87890625,Single-family residential,0,4.19000005722046,"1739",,,,Little Bay Area,Good,197.600006103516
"110",90fe8b6b-5352-496c-8748-7cb1ddbb9240,StMaarten,135.509994506836,67.9100036621094,13.1700000762939,22911.119140625,Single-family residential,0,2.53999996185303,"1739",,,,Little Bay Area,Good,169.070007324219
"111",13243ab3-fa10-4d60-92d8-3452bad57566,StMaarten,287.640014648438,140.880004882812,27.3299999237061,46625.55859375,Multi-family residential,8.56999969482422,4.25,"1706",,,,Upper Princes Quarter,Good,162.089996337891
"112",ed0efa8b-5b9b-4ac6-a0ed-397e07260310,StMaarten,334.320007324219,196.860000610352,38.189998626709,52780.25,Multi-family residential,20.8299999237061,6.17999982833862,"1382",,,,Upper Princes Quarter,Good,157.869995117188
"113",a634b5a1-a620-489d-bc0c-52c42f9fc45b,StMaarten,80.7900009155273,36.6699981689453,7.1100001335144,11726.1396484375,Single-family residential,10.5299997329712,2.90000009536743,"1648.37",,,,Simpson Bay,Good,145.149993896484
"114",1d303973-bb54-4a68-a986-c15fe5b1e831,StMaarten,87.2600021362305,48.0699996948242,9.31999969482422,15791.23046875,Commercial,8.35000038146973,3.69000005722046,"1695",,,,Cole Bay,Good,180.970001220703
"115",302825d4-4a56-4907-a307-7afcb9dccc45,StMaarten,310.369995117188,192.160003662109,37.2799987792969,56849.3984375,Multi-family residential,17.3899993896484,5,"1525",,,,Upper Princes Quarter,Good,183.169998168945
"116",8d02dca4-befb-40f6-b218-b7348de44db6,StMaarten,45.5299987792969,20.0400009155273,3.89000010490417,5757.4501953125,Commercial,17.3299999237061,2.99000000953674,"1481.25",,,,Lower Princes Quarter,Good,126.449996948242
"117",9fc6fcad-f8c8-4909-a075-f1d38ba23c22,StMaarten,39.5900001525879,15.3999996185303,2.99000000953674,4488.509765625,Commercial,20.0499992370605,2.00999999046326,"1502",,,,Lower Princes Quarter,Good,113.360000610352
"118",09654005-1670-43ad-8692-6e450f7a1418,StMaarten,417.760009765625,89.5899963378906,17.3799991607666,29085.76953125,Multi-family residential,13.8199996948242,11.6300001144409,"1673.54",,,,Upper Princes Quarter,Good,69.620002746582
"119",e2d62985-0889-4450-bad3-ddc0987efec7,StMaarten,80.4400024414062,40.3300018310547,7.82000017166138,13682.5498046875,Single-family residential,0,,"1749",,,,Upper Princes Quarter,Good,170.089996337891
"120",72b656d0-c62a-4fe3-b1e8-ece66171e217,StMaarten,163.679992675781,103.430000305176,20.0699996948242,27731.26953125,Multi-family residential,20.9699993133545,,"1382",,,,Upper Princes Quarter,Good,169.419998168945
"121",407de9b2-5aa8-46c7-b6c8-62205c3f9bab,StMaarten,189.020004272461,105.040000915527,20.3999996185303,32800.01953125,Multi-family residential,12.5799999237061,6.65000009536743,"1608.06",,,,Upper Princes Quarter,Good,173.529998779297
"122",5116a973-55c6-46f7-aa8b-fdd617ae51e7,StMaarten,135.119995117188,82.6800003051758,16.0400009155273,25935.5703125,Multi-family residential,16.5599994659424,5.73999977111816,"1616.87",,,,Upper Princes Quarter,Good,191.949996948242
