OBJECTID,uuid,City,Surface_area,Potential_installable_area,Peak_installable_capacity,Energy_potential_per_year,Assumed_building_type,Estimated_tilt,Estimated_building_height,Estimated_capacity_factor,Unit_installation_price,Date_added,Comment,aoi
"546",7dd9fa01-748e-42bb-b0b8-4b605f1a3878,StLucia,20.3400001525879,9.06999969482422,1.75999999046326,2644.669921875,Single-family residential,23.2999992370605,,"1503.3",,2023-01-03T13:15:51.000,,Soufriere
"547",2b66b54a-57a6-426b-bef8-81ec82e303dc,StLucia,108.019996643066,51.5900001525879,10.0100002288818,13342.26953125,Single-family residential,23.9400005340576,15.94,"1333.0",,2023-01-03T13:15:51.000,,Soufriere
"548",014d75d6-2a61-4c68-8e41-37654456184b,StLucia,92.7099990844727,54.1399993896484,10.5,16304.7998046875,Single-family residential,26.6700000762939,,"1552.24",,2023-01-03T13:15:51.000,,Soufriere
"549",5e3ce006-f35c-41c7-ba40-f1b311a95c21,StLucia,53.0400009155273,29.4099998474121,5.71000003814697,8909.1298828125,Single-family residential,23.6000003814697,11.34,"1561.37",,2023-01-03T13:15:51.000,,Soufriere
"550",ddb76b2c-f9c1-4d6c-9507-89485262bef1,StLucia,30.2199993133545,11.3000001907349,2.19000005722046,3254.23999023438,Single-family residential,24.25,,"1484.6",,2023-01-03T13:15:51.000,,Soufriere
"551",c0b2eda3-08be-48f3-954d-8973827fafb6,StLucia,87.25,50.4799995422363,9.78999996185303,15484.0400390625,Single-family residential,22.9599990844727,19.79,"1581.0",,2023-01-03T13:15:51.000,,Soufriere
"552",8328fefa-faff-4911-8a9a-bdf2525cd438,StLucia,85.4199981689453,37.9799995422363,7.36999988555908,11746.3896484375,Single-family residential,20.3899993896484,3.69,"1594.18",,2023-01-03T13:15:51.000,,Soufriere
"553",b5286e3a-51d9-454b-bbf9-bf67df521ab0,StLucia,51.0299987792969,24.9599990844727,4.84000015258789,7594.72021484375,Single-family residential,23.4500007629395,18.94,"1568.6",,2023-01-03T13:15:51.000,,Soufriere
"554",6bfc65e3-7c30-47e6-83ec-0bee315af717,StLucia,348.929992675781,234.389999389648,45.4700012207031,71294.8203125,Single-family residential,27,18.69,"1567.92",,2023-01-03T13:15:51.000,,Soufriere
"555",a94b0b83-cec7-4d82-a11f-2e9c56226e1f,StLucia,78.4199981689453,26.4699993133545,5.13000011444092,6844.60986328125,Hotels,15.9200000762939,17.81,"1333.0",,2023-01-03T13:15:51.000,,Soufriere
"556",2b3d1a0b-47ce-4ee9-9316-3c256b7c6d1e,StLucia,22.7399997711182,10.6099996566772,2.05999994277954,3223.19995117188,Single-family residential,18.4400005340576,2.18,"1566.6",,2023-01-03T13:15:51.000,,Soufriere
"557",0cce1eb4-78bf-4f52-8f43-39fc959f38bc,StLucia,120.949996948242,60.3400001525879,11.7200002670288,16798.669921875,Hotels,22.9899997711182,7.4,"1433.63",,2023-01-03T13:15:51.000,,Soufriere
"558",62e7f1fa-2005-41fa-9d5c-8f1ae804f3fb,StLucia,184.649993896484,115.559997558594,22.4200000762939,35443.71875,Single-family residential,24.9899997711182,21.55,"1581.0",,2023-01-03T13:15:51.000,,Soufriere
"559",5a42d183-f276-4166-b5ae-080dd3c908ef,StLucia,217.899993896484,133.25,25.8500003814697,39003.828125,Single-family residential,26.2199993133545,3.92,"1508.85",,2023-01-03T13:15:51.000,,Soufriere
"560",b79b6d5e-b3e7-49b0-a1fa-f39befece507,StLucia,84.379997253418,33.8499984741211,6.55999994277954,8778.48046875,Hotels,17.3500003814697,10.14,"1338.01",,2023-01-03T13:15:51.000,,Soufriere
"561",a830ddf0-9301-4f8e-8c83-bcff606c4b5c,StLucia,101.089996337891,60.75,11.789999961853,18019.51953125,Single-family residential,21.3700008392334,,"1529.0",,2023-01-03T13:15:51.000,,Soufriere
"562",cb06462b-e378-4130-a06f-79b5f2f70d73,StLucia,68.6600036621094,36.8199996948242,7.1399998664856,10546.7900390625,Single-family residential,20.6599998474121,22.23,"1476.39",,2023-01-03T13:15:51.000,,Soufriere
"563",31be464c-3aa4-48fc-b17f-60c74471c67c,StLucia,30.2900009155273,14.8699998855591,2.88000011444092,4026.7099609375,Single-family residential,24.8700008392334,21.09,"1396.0",,2023-01-03T13:15:51.000,,Soufriere
"564",f6fd458d-680b-49eb-8e0e-99f18d314b94,StLucia,45.9099998474121,15.5500001907349,3.01999998092651,4846.9599609375,Single-family residential,19.9300003051758,18.46,"1607.0",,2023-01-03T13:15:51.000,,Soufriere
"565",c23b9edc-eb36-469a-90e4-1e08c4c5fd5a,StLucia,144.479995727539,76.120002746582,14.7700004577637,20940.689453125,Single-family residential,27.8099994659424,,"1418.13",,2023-01-03T13:15:51.000,,Soufriere
"566",ca7871bc-03ab-4797-88a5-a0f10d9be24a,StLucia,78.4599990844727,29.2900009155273,5.67999982833862,7915.22021484375,Single-family residential,30.1100006103516,,"1393.04",,2023-01-03T13:15:51.000,,Soufriere
"567",bf418bb9-f242-4abd-9a6e-4bc099bbdb14,StLucia,174.880004882813,73.0400009155273,14.1700000762939,20050.83984375,Single-family residential,23.7099990844727,,"1415.13",,2023-01-03T13:15:51.000,,Soufriere
"568",7533c928-041a-44be-b6bb-517532d4e649,StLucia,84.2399978637695,39.9099998474121,7.73999977111816,11438.4296875,Hotels,20,9.28,"1477.42",,2023-01-03T13:15:51.000,,Soufriere
"569",a594bf3f-ee2a-4d19-9d91-809744569e2f,StLucia,27.1100006103516,3.67000007629395,0.709999978542328,1023.86999511719,Single-family residential,21.1100006103516,,"1439.0",,2023-01-03T13:15:51.000,,Soufriere
"570",fbdc8959-2531-439d-999b-87a7c37b92c0,StLucia,17.4400005340576,7.42000007629395,1.44000005722046,2072.2099609375,Single-family residential,20.6800003051758,21.26,"1439.0",,2023-01-03T13:15:51.000,,Soufriere
"571",d2ff97ca-543c-403a-b792-b80834acbb21,StLucia,30.9400005340576,12.8900003433228,2.5,3573.32006835938,Single-family residential,24.0799999237061,18.39,"1429.0",,2023-01-03T13:15:51.000,,Soufriere
"572",a530d31e-f847-435c-85cc-9af10586dee2,StLucia,24.0900001525879,11.3800001144409,2.21000003814697,3224.03002929688,Single-family residential,31.9400005340576,16.78,"1460.0",,2023-01-03T13:15:51.000,,Soufriere
"573",c6a8b6ec-a0fb-476e-98bf-982e29b7759b,StLucia,62.2200012207031,24.1499996185303,4.67999982833862,6694.43017578125,Single-family residential,24.3500003814697,,"1429.0",,2023-01-03T13:15:51.000,,Soufriere
"574",fa6a9a01-b429-4d44-9d48-a12aed5788c8,StLucia,32.8800010681152,16.7999992370605,3.25999999046326,4983.990234375,Single-family residential,21.5699996948242,,"1529.0",,2023-01-03T13:15:51.000,,Soufriere
"575",3ce5a607-d1bf-4ddf-bb2b-35f5b2f3a4e4,StLucia,16.9400005340576,2.94000005722046,0.569999992847443,828.25,Single-family residential,20.75,12.66,"1454.0",,2023-01-03T13:15:51.000,,Soufriere
"576",985fc1d8-17cf-4976-bd27-bfdfe90dc12d,StLucia,71.120002746582,39.7999992370605,7.71999979019165,10291.2099609375,Hotels,11.25,10.07,"1333.0",,2023-01-03T13:15:51.000,,Soufriere
"577",b2aed85f-acb0-4984-924a-96883703f5ba,StLucia,110.220001220703,60.7000007629395,11.7799997329712,18375.26953125,Single-family residential,23.7000007629395,,"1560.36",,2023-01-03T13:15:51.000,,Soufriere
"578",0c624e2c-cac2-41df-8564-e1ca949fc0f9,StLucia,58.0699996948242,29.9500007629395,5.80999994277954,8838.009765625,Single-family residential,22.8400001525879,,"1521.26",,2023-01-03T13:15:51.000,,Soufriere
"579",2b3455d1-cee9-4abc-97f0-b76a17810f83,StLucia,76.2099990844727,38.9799995422363,7.55999994277954,11462.759765625,Hotels,20,8.71,"1516.0",,2023-01-03T13:15:51.000,,Soufriere
"580",a80cb0f6-b59f-4da9-8a7c-16b45efe7d8b,StLucia,86.6900024414063,44.0900001525879,8.55000019073486,12939.5595703125,Single-family residential,22.8899993896484,2.79,"1512.86",,2023-01-03T13:15:51.000,,Soufriere
"581",790ebc48-2668-48a9-a3e1-f6eb95493c7c,StLucia,44.0900001525879,23.1100006103516,4.48000001907349,7088.4501953125,Single-family residential,22.1900005340576,9.24,"1581.0",,2023-01-03T13:15:51.000,,Soufriere
"582",a81e6e22-d2d9-4fe0-861c-b8b8bba4b4e6,StLucia,60.9500007629395,34.4199981689453,6.67999982833862,10210.5302734375,Single-family residential,20.5799999237061,2.04,"1529.0",,2023-01-03T13:15:51.000,,Soufriere
"583",64cf0584-623a-493f-8acb-7a41492e3a05,StLucia,74.6500015258789,39.5699996948242,7.67999982833862,11654.48046875,Single-family residential,24.2199993133545,,"1518.0",,2023-01-03T13:15:51.000,,Soufriere
"584",a1140526-d7b9-4ff6-9b97-b2f50804b150,StLucia,1963.80004882813,1395.97998046875,270.820007324219,425999.21875,Commercial,14.5699996948242,3.1,"1573.0",,2023-01-03T13:15:51.000,,Soufriere
"585",091ffa54-ceb8-4bdd-8db6-9867caa1cedc,StLucia,136.820007324219,84.0100021362305,16.2999992370605,25766.720703125,Single-family residential,23.3600006103516,,"1581.0",,2023-01-03T13:15:51.000,,Soufriere
"586",786d4df9-fa8f-47e2-896c-92376a8c70bf,StLucia,296.489990234375,95.6999969482422,18.5699996948242,26513.099609375,Hotels,21.0499992370605,5.82,"1428.0",,2023-01-03T13:15:51.000,,Soufriere
"587",ab15ea8d-c2ad-4e86-a128-cee3969feca8,StLucia,326.760009765625,238.889999389648,46.2999992370605,68586.9765625,Single-family residential,20.2600002288818,11.27,"1481.4",,2023-01-03T13:15:51.000,,Soufriere
"588",ad5de1a7-dbb8-4455-8c32-01abc815c052,StLucia,100.860000610352,54.6199989318848,10.6000003814697,16201.3701171875,Single-family residential,27.0699996948242,,"1529.0",,2023-01-03T13:15:51.000,,Soufriere
"589",ddb26d92-e631-468c-a226-98c2bf11ac25,StLucia,28.1399993896484,9.09000015258789,1.75999999046326,2612.63989257813,Single-family residential,23.0100002288818,3.49,"1481.54",,2023-01-03T13:15:51.000,,Soufriere
"590",ac31f2a9-9595-440a-8f65-c29d103a7966,StLucia,40.7299995422363,9.97000026702881,1.92999994754791,2452.48999023438,Single-family residential,30.0100002288818,7.06,"1268.0",,2023-01-03T13:15:51.000,,Soufriere
"591",1cc8cb58-b94b-4146-bc64-54ca728955be,StLucia,24.75,3.35999989509583,0.649999976158142,943.27001953125,Single-family residential,21.8199996948242,,"1446.45",,2023-01-03T13:15:51.000,,Soufriere
"592",67dc47ac-5e44-4a8d-8045-8b06c6299353,StLucia,16.5499992370605,2.51999998092651,0.490000009536743,730.760009765625,Single-family residential,20.8899993896484,,"1493.44",,2023-01-03T13:15:51.000,,Soufriere
"593",40563e07-a1ee-44b6-b84e-8214b50d73d1,StLucia,20.6200008392334,9.27999973297119,1.79999995231628,2512.80004882813,Single-family residential,18.2600002288818,12.54,"1395.0",,2023-01-03T13:15:51.000,,Soufriere
"594",8b98dfd8-c3f5-4b1b-93dd-2cf585160394,StLucia,40.2400016784668,13.4300003051758,2.59999990463257,4071.85009765625,Single-family residential,22.5300006866455,,"1563.25",,2023-01-03T13:15:51.000,,Soufriere
"595",5752ba2e-19c6-4b68-a5e5-c74010d48b3d,StLucia,25.9899997711182,9.17000007629395,1.77999997138977,2388.96997070313,Single-family residential,24.5200004577637,7.7,"1343.36",,2023-01-03T13:15:51.000,,Soufriere
"596",d2b69a67-5623-4cf9-a5e9-94c07d1307f1,StLucia,15.3299999237061,5.32000017166138,1.02999997138977,1449.31005859375,Single-family residential,23.4300003051758,,"1404.53",,2023-01-03T13:15:51.000,,Soufriere
"597",68650bb5-8446-40ec-8659-16eacc14eaa4,StLucia,94.8499984741211,49.4599990844727,9.59000015258789,13112.419921875,Single-family residential,21.3700008392334,14.56,"1367.87",,2023-01-03T13:15:51.000,,Soufriere
"598",cb9528db-7352-4571-964f-c37259d4e34d,StLucia,54.9900016784668,21.5799999237061,4.19000005722046,6532.41015625,Single-family residential,24.5300006866455,,"1560.67",,2023-01-03T13:15:51.000,,Soufriere
"599",d42336aa-3b8b-46a6-b8ea-267cba0f613c,StLucia,82.870002746582,44.4099998474121,8.61999988555908,13579.509765625,Single-family residential,20.6000003814697,,"1576.0",,2023-01-03T13:15:51.000,,Soufriere
"600",9581409f-0c86-488b-9dd4-0862a3d45a6c,StLucia,299.429992675781,126.470001220703,24.5400009155273,34429.328125,Hotels,19.7999992370605,4.94,"1403.24",,2023-01-03T13:15:51.000,,Soufriere
"601",3f7f8435-e68e-4ecf-a5c0-3946ec28a74e,StLucia,43.6300010681152,22.0100002288818,4.26999998092651,6482.64990234375,Single-family residential,23.2299995422363,6.35,"1518.0",,2023-01-03T13:15:51.000,,Soufriere
"602",a9ca0352-2610-4d82-b6d2-415bbdd82abb,StLucia,14.8800001144409,4.59999990463257,0.889999985694885,1226.48999023438,Single-family residential,22.2299995422363,,"1375.64",,2023-01-03T13:15:51.000,,Soufriere
"603",ff3b99cf-0fe9-48b5-a77a-7eef1f394b22,StLucia,39.4500007629395,19.8199996948242,3.84999990463257,6001.990234375,Single-family residential,20.3600006103516,,"1560.95",,2023-01-03T13:15:51.000,,Soufriere
"604",49539883-caeb-458c-aaed-d8b689034dbe,StLucia,125.129997253418,75.3399963378906,14.6199998855591,23067.859375,Single-family residential,22.4799995422363,,"1578.35",,2023-01-03T13:15:51.000,,Soufriere
"605",d8fef4f0-afe0-44b0-91f2-1f24c4eae328,StLucia,891.119995117188,649.030029296875,125.910003662109,198058.015625,Commercial,17.4799995422363,4.34,"1573.0",,2023-01-03T13:15:51.000,,Soufriere
"606",cfe6d260-8a37-4f26-acfa-588b9fb93d48,StLucia,207.210006713867,128.539993286133,24.9099998474121,38697.828125,Single-family residential,24.7099990844727,2,"1553.42",,2023-01-03T13:15:51.000,,Soufriere
"607",b1be74e7-284d-4cc1-85c7-f9dfbdec18ca,StLucia,71.9000015258789,38.6599998474121,7.5,11841.4296875,Single-family residential,21.5699996948242,,"1578.79",,2023-01-03T13:15:51.000,,Soufriere
"608",d12bc33f-e45b-4fb4-9f9a-032ba75a9908,StLucia,86.9300003051758,40.1800003051758,7.78999996185303,11570.2802734375,Single-family residential,20.9400005340576,23.78,"1484.36",,2023-01-03T13:15:51.000,,Soufriere
"609",3606c12b-307e-42cd-bf65-420ccd430083,StLucia,262.209991455078,126.599998474121,24.5599994659424,35658.80078125,Hotels,14.6800003051758,2.07,"1451.94",,2023-01-03T13:15:51.000,,Soufriere
"610",b1eebaf9-1831-441e-b69f-f806892a2b21,StLucia,18.9300003051758,5.09000015258789,0.990000009536743,1315.01000976563,Hotels,27.8500003814697,6.82,"1333.0",,2023-01-03T13:15:51.000,,Soufriere
"611",99e176f9-25a7-43e1-bfac-cda7daaf7429,StLucia,14.9399995803833,4.48999977111816,0.870000004768372,1373.52001953125,Single-family residential,27.7199993133545,,"1576.0",,2023-01-03T13:15:51.000,,Soufriere
"612",c75f9eac-c1d4-428d-8eb4-6b8d62a135a7,StLucia,177.520004272461,96.0199966430664,18.6100006103516,28272.599609375,Single-family residential,20.8199996948242,18.89,"1519.26",,2023-01-03T13:15:51.000,,Soufriere
"613",1edf801c-150d-42eb-94fb-67e3eb683702,StLucia,1105.06005859375,820.119995117188,159.259994506836,242572.265625,Hotels,10.3199996948242,17.49,"1523.1",,2023-01-03T13:15:51.000,,Soufriere
"614",5be4f059-6f74-4f15-8744-f59f0632a5d1,StLucia,24.9699993133545,11.6499996185303,2.25999999046326,3454.81005859375,Single-family residential,20.2900009155273,,"1529.0",,2023-01-03T13:15:51.000,,Soufriere
"615",38f74cae-728c-4173-b581-f7aa797d957c,StLucia,116.680000305176,59.8499984741211,11.6099996566772,18355.939453125,Single-family residential,24.9899997711182,,"1581.0",,2023-01-03T13:15:51.000,,Soufriere
"616",77077c2c-1419-4b82-9230-916b3dc02f9d,StLucia,157.389999389648,66.8499984741211,12.9700002670288,19830.509765625,Single-family residential,25.4200000762939,,"1529.0",,2023-01-03T13:15:51.000,,Soufriere
"617",b6d4d09d-4c59-414c-922b-46204cd91209,StLucia,141.410003662109,78.7200012207031,15.2700004577637,23751.529296875,Single-family residential,22.7000007629395,9.73,"1555.36",,2023-01-03T13:15:51.000,,Soufriere
"618",79052833-8695-48eb-926b-6d7382c6f027,StLucia,115.959999084473,44.25,8.57999992370605,13572.5,Single-family residential,22.25,16.2,"1581.0",,2023-01-03T13:15:51.000,,Soufriere
"619",74b74d65-4ad8-4f87-b98e-c6c75273c549,StLucia,79.1399993896484,35.2400016784668,6.84000015258789,10608.400390625,Single-family residential,23.2700004577637,8.62,"1551.58",,2023-01-03T13:15:51.000,,Soufriere
"620",3861216e-6846-4324-b43c-85bf9cb6deab,StLucia,27.75,12.9099998474121,2.50999999046326,3450.84008789063,Hotels,26.3500003814697,2.29,"1377.36",,2023-01-03T13:15:51.000,,Soufriere
"621",68be4a18-dede-4c11-a6d8-fd1529f56eb0,StLucia,111.279998779297,49.560001373291,9.60999965667725,13765.419921875,Single-family residential,22.7999992370605,7.12,"1431.75",,2023-01-03T13:15:51.000,,Soufriere
"622",c2e5c137-cbdc-4d0b-870d-22c986a1c79b,StLucia,26.4799995422363,11.710000038147,2.26999998092651,3478.55004882813,Single-family residential,18.0699996948242,2.39,"1529.3",,2023-01-03T13:15:51.000,,Soufriere
"623",f9e04fa4-2151-47f8-bfea-827b62557c6c,StLucia,32.7799987792969,10.3900003433228,2.01999998092651,2880.72998046875,Single-family residential,22.9300003051758,5.32,"1429.0",,2023-01-03T13:15:51.000,,Soufriere
"624",3942304c-be3f-4fd2-8117-2ab0c841f949,StLucia,108.930000305176,66.25,12.8500003814697,18866.609375,Single-family residential,22.9500007629395,3.53,"1468.02",,2023-01-03T13:15:51.000,,Soufriere
"625",0375811c-0c5b-4b84-8a5c-d0c5c71f4aae,StLucia,45.310001373291,22.5900001525879,4.38000011444092,6651.35009765625,Single-family residential,20.4599990844727,3.16,"1518.0",,2023-01-03T13:15:51.000,,Soufriere
"626",386feda5-5088-4f63-8045-d729a7fdb7e0,StLucia,17,7.11999988555908,1.37999999523163,2066.47998046875,Single-family residential,20.2399997711182,6.68,"1496.0",,2023-01-03T13:15:51.000,,Soufriere
"627",2cd808b5-787e-481c-978d-7ae5f3004a1f,StLucia,145.809997558594,82.8899993896484,16.0799999237061,23310.359375,Single-family residential,24.6100006103516,12.55,"1449.59",,2023-01-03T13:15:51.000,,Soufriere
"628",5eb72b64-38e5-4723-a6d1-2015a0c31de1,StLucia,23.9300003051758,9.72999954223633,1.88999998569489,2613.47998046875,Single-family residential,20.1599998474121,,"1384.3",,2023-01-03T13:15:51.000,,Soufriere
"629",c2f96588-81ac-471f-afcb-285601851c9e,StLucia,56.7999992370605,26.2399997711182,5.09000015258789,7782.68017578125,Single-family residential,23.0499992370605,,"1529.0",,2023-01-03T13:15:51.000,,Soufriere
"630",03e59706-f7ca-4a69-ba00-aba14d007161,StLucia,18.9200000762939,0,0,0,Single-family residential,22.2099990844727,3.57,,,2023-01-03T13:15:51.000,,Soufriere
"631",4421bae2-508b-4974-a6d9-dc2095990ce4,StLucia,177.860000610352,89.3399963378906,17.3500003814697,21609.76953125,Single-family residential,36.5400009155273,15.1,"1245.6",,2023-01-03T13:15:51.000,,Soufriere
"632",f1f3c78f-7f42-48b3-b8cc-8e3bed3e8f11,StLucia,91.7099990844727,55.1599998474121,10.6999998092651,16360.9296875,Single-family residential,29.1299991607666,2.82,"1529.0",,2023-01-03T13:15:51.000,,Soufriere
"633",725c8760-037b-4967-bbcd-361d41a8736b,StLucia,39.3300018310547,20.5100002288818,3.98000001907349,5724.4501953125,Single-family residential,29.2900009155273,,"1439.0",,2023-01-03T13:15:51.000,,Soufriere
"634",442aff5d-a9a1-474d-a097-3af4ae5d924c,StLucia,259.019989013672,136.610000610352,26.5,38349.609375,Commercial,31.7399997711182,,"1447.0",,2023-01-03T13:15:51.000,,Soufriere
"635",36ec6477-6df6-4665-b4f8-538e10d7ed4c,StLucia,172.389999389648,108.150001525879,20.9799995422363,33066.66015625,Single-family residential,21.9300003051758,4.8,"1576.0",,2023-01-03T13:15:51.000,,Soufriere
"636",47063f58-c4e4-43a7-af77-f7024d590b2b,StLucia,66.370002746582,36.1500015258789,7.01000022888184,10092.9599609375,Single-family residential,23,9.94,"1439.0",,2023-01-03T13:15:51.000,,Soufriere
"637",0fb04142-279a-4c37-b080-38ce749c037f,StLucia,164.369995117188,89.5999984741211,17.3799991607666,25499.490234375,Hotels,16.6499996185303,2.84,"1467.0",,2023-01-03T13:15:51.000,,Soufriere
"638",f78858e1-2a89-4b33-b2ee-85d4c43af519,StLucia,174.190002441406,93.120002746582,18.0599994659424,27025.140625,Hotels,21.0100002288818,,"1496.0",,2023-01-03T13:15:51.000,,Soufriere
"639",b6b37d73-37b1-4efe-867d-0ea529c0e505,StLucia,85.3899993896484,48.6699981689453,9.4399995803833,13982.83984375,Single-family residential,21.0799999237061,10.16,"1480.89",,2023-01-03T13:15:51.000,,Soufriere
"640",e6f8e179-f25c-4380-99ed-73997e7c1f92,StLucia,22.4500007629395,10.3400001525879,2.00999999046326,2887.82006835938,Single-family residential,29.4899997711182,,"1439.0",,2023-01-03T13:15:51.000,,Soufriere
"641",e2599750-3083-408e-892c-d24ac15313cc,StLucia,29.1100006103516,13.8500003814697,2.69000005722046,3803.86010742188,Single-family residential,20.2000007629395,7.85,"1414.43",,2023-01-03T13:15:51.000,,Soufriere
"642",d30c1d61-1b6c-4e6c-ad9c-7eaf663b6f10,StLucia,25.7099990844727,12.3800001144409,2.40000009536743,3598.89990234375,Single-family residential,21.5100002288818,10.89,"1497.89",,2023-01-03T13:15:51.000,,Soufriere
"643",7b6632df-b2cf-4199-8e7f-626294e98f60,StLucia,104.839996337891,61.9700012207031,12.0200004577637,18382.869140625,Single-family residential,23.4300003051758,23.63,"1529.0",,2023-01-03T13:15:51.000,,Soufriere
"644",32f16142-bb1b-4d85-85b9-439e5541ea5b,StLucia,160.820007324219,89.0100021362305,17.2700004577637,25633.91015625,Single-family residential,23.2999992370605,20.57,"1484.4",,2023-01-03T13:15:51.000,,Soufriere
"645",31a0d790-bde2-4ca9-9e83-3d5d4eecbfb2,StLucia,57.1300010681152,26.5,5.1399998664856,8011.85009765625,Single-family residential,25.9099998474121,3.89,"1558.7",,2023-01-03T13:15:51.000,,Soufriere
"646",067b8b90-e7f8-419f-89c9-97e681699f7c,StLucia,383.790008544922,284.420013427734,55.1199989318848,76288.6328125,Single-family residential,26.9899997711182,3.45,"1383.99",,2023-01-03T13:15:51.000,,Soufriere
"647",ebc83a02-c27b-4e21-ae59-110473a3e249,StLucia,83.7900009155273,43.8899993896484,8.52000045776367,11630.169921875,Single-family residential,22.1100006103516,13.69,"1365.83",,2023-01-03T13:15:51.000,,Soufriere
"648",3874d519-3b21-448c-b8c5-516d81a87035,StLucia,81.3399963378906,39.5900001525879,7.67999982833862,10844.7099609375,Single-family residential,22.2099990844727,12.3,"1411.94",,2023-01-03T13:15:51.000,,Soufriere
"649",4941254b-6a93-4403-a4d1-05489df85a4c,StLucia,20.6200008392334,9.19999980926514,1.77999997138977,2519.90991210938,Single-family residential,19.9099998474121,12.05,"1412.63",,2023-01-03T13:15:51.000,,Soufriere
"650",f6052ff0-2729-4502-8795-85ac3fa5c63e,StLucia,40.4300003051758,4.34999990463257,0.839999973773956,1192.4599609375,Single-family residential,22.2099990844727,3.12,"1413.0",,2023-01-03T13:15:51.000,,Soufriere
"651",3c789096-fd36-40f6-bf9f-c2452c4b916d,StLucia,29.7199993133545,4.51999998092651,0.879999995231628,1171.96997070313,Single-family residential,21.4500007629395,3.46,"1337.61",,2023-01-03T13:15:51.000,,Soufriere
"652",1a97c6dc-892f-4305-97e9-b9c9b18fe6d0,StLucia,198.369995117188,118.949996948242,23.0499992370605,32661.470703125,Single-family residential,26.8700008392334,3.76,"1416.75",,2023-01-03T13:15:51.000,,Soufriere
"653",bbfe3fc7-07bf-440d-a0c4-6878bb514a05,StLucia,151.190002441406,87.0599975585938,16.8700008392334,25369.099609375,Hotels,13.6400003433228,,"1503.59",,2023-01-03T13:15:51.000,,Soufriere
"654",62fce233-87d2-46a5-a9dd-be1964a889d8,StLucia,369.230010986328,190.729995727539,37,49322.33984375,Industrial,23.2099990844727,4.42,"1333.0",,2023-01-03T13:15:51.000,,Soufriere
"655",61cc0c9a-9163-4c6b-9a9c-e1ec46678332,StLucia,31.8299999237061,12.6400003433228,2.45000004768372,3243.9599609375,Single-family residential,29.7000007629395,5.98,"1323.0",,2023-01-03T13:15:51.000,,Soufriere
"656",b67d8548-6494-42b5-8dc3-6b2c260e1c76,StLucia,254.410003662109,111.76000213623,21.6800003051758,30929.640625,Single-family residential,29.0599994659424,11.56,"1426.57",,2023-01-03T13:15:51.000,,Soufriere
"657",5ee566bb-016d-4040-a283-9e5f88f10555,StLucia,64.4499969482422,28.9500007629395,5.61999988555908,7363.10986328125,Single-family residential,24.5799999237061,6.36,"1310.81",,2023-01-03T13:15:51.000,,Soufriere
"658",b3993b33-cbee-4fe2-9dec-af13d31aefc5,StLucia,95.2699966430664,57.560001373291,11.1700000762939,15779.2197265625,Single-family residential,24.8299999237061,2.49,"1413.0",,2023-01-03T13:15:51.000,,Soufriere
"659",6e49f0b1-ece4-46c4-a7a9-451b696aabdd,StLucia,37.2999992370605,13.8800001144409,2.69000005722046,3425.09008789063,Single-family residential,22.2299995422363,2.96,"1272.0",,2023-01-03T13:15:51.000,,Soufriere
"660",eb4bdff4-4d84-4caf-8205-6f99fc121400,StLucia,602.320007324219,400.649993896484,77.8000030517578,110834.296875,Multi-family residential,22.7299995422363,7.38,"1424.52",,2023-01-03T13:15:51.000,,Soufriere
"661",139be373-2a24-4d5a-b73e-6dffc9660a30,StLucia,73.9000015258789,20.8899993896484,4.05000019073486,5171.72021484375,Single-family residential,21.0400009155273,10.1,"1275.95",,2023-01-03T13:15:51.000,,Soufriere
"662",1a109f0f-ce1d-41eb-882d-b974ce59a227,StLucia,171.330001831055,103.790000915527,20.1299991607666,26839.7109375,Industrial,16.4599990844727,2.61,"1333.0",,2023-01-03T13:15:51.000,,Soufriere
"663",da2ca11e-507f-4215-aafe-8326b3b7c602,StLucia,67.5100021362305,38.7599983215332,7.53000020980835,10403.4501953125,Single-family residential,23.4799995422363,,"1382.04",,2023-01-03T13:15:51.000,,Soufriere
"664",b6c91591-88b2-4fd2-a3c9-99de10d0947f,StLucia,37.3699989318848,16.9899997711182,3.29999995231628,4631.85986328125,Single-family residential,20.4300003051758,,"1405.56",,2023-01-03T13:15:51.000,,Soufriere
"665",a81c05cb-2f89-45b1-b1b9-c8ed7ae41c65,StLucia,17.5900001525879,7.6399998664856,1.48000001907349,1954.71997070313,Single-family residential,20.2399997711182,,"1320.44",,2023-01-03T13:15:51.000,,Soufriere
"666",b60a8028-4c62-4c4f-afb8-553411cc9a46,StLucia,98.379997253418,59.3300018310547,11.5100002288818,14870.099609375,Single-family residential,23.8500003814697,,"1291.98",,2023-01-03T13:15:51.000,,Soufriere
"667",988fb716-23b4-4c1a-ab55-4d915f384c73,StLucia,117.959999084473,58.6300010681152,11.3699998855591,15645.5498046875,Single-family residential,22.7800006866455,3.72,"1375.6",,2023-01-03T13:15:51.000,,Soufriere
"668",32d8a59f-8f62-49b4-a5ab-714ca46024a4,StLucia,112.169998168945,66.8499984741211,12.9399995803833,17862.830078125,Single-family residential,27.3899993896484,5.42,"1380.03",,2023-01-03T13:15:51.000,,Soufriere
"669",c075bb85-709f-4779-8d09-97fa4d75c1be,StLucia,103.699996948242,37.9300003051758,7.36999988555908,10465.849609375,Single-family residential,23.8899993896484,7.43,"1420.75",,2023-01-03T13:15:51.000,,Soufriere
