OBJECTID,uuid,City,Surface_area,Potential_installable_area,Peak_installable_capacity,Energy_potential_per_year,Assumed_building_type,Estimated_tilt,Estimated_building_height,Estimated_capacity_factor,Unit_installation_price,Date_added,Comment,aoi
"1",fd687067-72b7-49a8-97ff-6867f60e0c84,StLucia,45.1599998474121,7.05999994277954,1.37000000476837,2067.36010742188,Single-family residential,28.9899997711182,5.4,"1509.16",,2023-01-03T13:15:51.000,,Soufriere
"2",a72b3ada-c9b4-4b5e-9122-db67b48e63fd,StLucia,147.580001831055,80.2099990844727,15.5600004196167,23202.279296875,Commercial,18.1100006103516,19.28,"1491.06",,2023-01-03T13:15:51.000,,Soufriere
"3",0f37c775-4305-483b-80e5-f7769e7211f1,StLucia,773.099975585938,468.410003662109,90.870002746582,136320.703125,Schools,19.3500003814697,17.2,"1500.14",,2023-01-03T13:15:51.000,,Soufriere
"4",8f35d321-21a2-4506-8997-ea7abb8183b0,StLucia,220.839996337891,138.649993896484,26.9200000762939,40028,Public health facilities,17.7600002288818,4.35,"1486.67",,2023-01-03T13:15:51.000,,Soufriere
"5",35a198f0-bec8-4c2c-b155-59c47995cebf,StLucia,233.309997558594,149.490005493164,29,39163.51953125,Commercial,24.6900005340576,,"1350.4",,2023-01-03T13:15:51.000,,Soufriere
"6",9e7e3884-b0ec-493b-b1bd-723d7f278b62,StLucia,82.4899978637695,30.8700008392334,5.98999977111816,9048.75,Commercial,10.9399995803833,4.35,"1511.13",,2023-01-03T13:15:51.000,,Soufriere
"7",c462064f-0439-473d-8b94-d5cd0f478733,StLucia,278,194.639999389648,37.7599983215332,56527.75,Industrial,16.5200004577637,6.51,"1497.02",,2023-01-03T13:15:51.000,,Soufriere
"8",a9f66936-c59d-4b9b-af19-c1a443b83b7a,StLucia,289.809997558594,205.360000610352,39.8800010681152,58427.2109375,Commercial,14.8299999237061,2.11,"1465.07",,2023-01-03T13:15:51.000,,Soufriere
"9",81158632-4370-44b3-805b-dcc89ff85480,StLucia,71.370002746582,38.4599990844727,7.46000003814697,10654.7001953125,Hotels,16.1800003051758,,"1428.0",,2023-01-03T13:15:51.000,,Soufriere
"10",19b9f820-6ca8-4f0c-9793-71dcc2f5f0b5,StLucia,183.360000610352,117.949996948242,22.8799991607666,32503.55078125,Multi-family residential,22.5,12.66,"1420.41",,2023-01-03T13:15:51.000,,Soufriere
"11",708dfec2-8b8b-427f-8cc0-0d18ac1bf2c8,StLucia,314.929992675781,188.710006713867,36.6100006103516,50045.80859375,Multi-family residential,22.5900001525879,12.02,"1366.99",,2023-01-03T13:15:51.000,,Soufriere
"12",4a7aaaf4-74fc-4ce3-88b5-3431e1cf6a1d,StLucia,43.4000015258789,5.78999996185303,1.12000000476837,1567.22998046875,Single-family residential,27.5499992370605,18.29,"1395.0",,2023-01-03T13:15:51.000,,Soufriere
"13",54efe642-3d3e-4d37-83a9-735647e6ecc9,StLucia,106.290000915527,42.689998626709,8.27999973297119,13384.3603515625,Single-family residential,27.4300003051758,5.19,"1616.09",,2023-01-03T13:15:51.000,,Soufriere
"14",0b9a51de-e4ba-4732-8338-eceb72acf5bc,StLucia,22.3600006103516,8.53999996185303,1.6599999666214,2390.0400390625,Single-family residential,27.2900009155273,7.94,"1443.0",,2023-01-03T13:15:51.000,,Soufriere
"15",9c6211a3-97b1-4612-aa06-b223f4b1632b,StLucia,49.4900016784668,18.2399997711182,3.53999996185303,5107.27978515625,Single-family residential,21.2999992370605,7.57,"1443.0",,2023-01-03T13:15:51.000,,Soufriere
"16",b7296662-4ab0-4c37-8b1d-e7eb1114076c,StLucia,113.26000213623,27.8400001525879,5.40000009536743,8350.4599609375,Commercial,22.4200000762939,23.88,"1546.0",,2023-01-03T13:15:51.000,,Soufriere
"17",3582dd29-390e-4206-b1f6-fbe31689f5e7,StLucia,163.029998779297,100.26000213623,19.4500007629395,27541.189453125,Public,13.9499998092651,3.49,"1415.97",,2023-01-03T13:15:51.000,,Soufriere
"18",6b6e3fc8-a588-446d-ac11-363ed7401bad,StLucia,124.440002441406,74.7600021362305,14.5,20942.94921875,Single-family residential,23.1299991607666,6.09,"1444.0",,2023-01-03T13:15:51.000,,Soufriere
"19",94a4b7eb-ec4a-4d88-8dd2-914764490c0a,StLucia,121.459999084473,52.7200012207031,10.2299995422363,15086.1904296875,Single-family residential,21.8299999237061,2.56,"1475.0",,2023-01-03T13:15:51.000,,Soufriere
"20",380ba3d0-4197-4ba2-96df-c660460c037f,StLucia,38.1399993896484,12.4099998474121,2.41000008583069,3893.8798828125,Single-family residential,22.6700000762939,2.96,"1617.0",,2023-01-03T13:15:51.000,,Soufriere
"21",bd949761-98b0-4312-9d08-ac044738cc75,StLucia,91.4199981689453,54.8300018310547,10.6400003433228,16014.1396484375,Single-family residential,25,2.78,"1505.49",,2023-01-03T13:15:51.000,,Soufriere
"22",a5fb10a6-0bf8-4ce6-a06c-197cda0e2962,StLucia,118.01000213623,63.0900001525879,12.2399997711182,17077.75,Single-family residential,21.9500007629395,,"1395.26",,2023-01-03T13:15:51.000,,Soufriere
"23",f0c32a24-9c6a-4bc5-874a-cee5aafb46c8,StLucia,48.7900009155273,23.5499992370605,4.57000017166138,6910.7998046875,Single-family residential,20.2700004577637,,"1512.48",,2023-01-03T13:15:51.000,,Soufriere
"24",d02b577e-fbcd-4c64-a426-44b2829dc990,StLucia,70.8300018310547,36.0800018310547,7,10609.9501953125,Single-family residential,24.0200004577637,,"1515.91",,2023-01-03T13:15:51.000,,Soufriere
"25",94bd404e-b409-4fe7-a5e0-1fa1d1ad8fe9,StLucia,69.0199966430664,29.5799999237061,5.73999977111816,8933.1103515625,Single-family residential,19.3400001525879,,"1555.26",,2023-01-03T13:15:51.000,,Soufriere
"26",740434ed-499f-4ed0-9bd9-a91d25131124,StLucia,89.0199966430664,44.6300010681152,8.65999984741211,14001.6103515625,Single-family residential,22.1499996185303,,"1617.0",,2023-01-03T13:15:51.000,,Soufriere
"27",07a53383-fb9f-4146-a080-73453aab19d9,StLucia,79.25,41.9599990844727,8.14000034332275,12940.3701171875,Single-family residential,23.4699993133545,14.19,"1589.78",,2023-01-03T13:15:51.000,,Soufriere
"28",63051644-ba70-4bcf-a34e-96b8dc1bda4f,StLucia,41.2999992370605,17.9099998474121,3.47000002861023,4416.7099609375,Single-family residential,35.1800003051758,12.71,"1271.38",,2023-01-03T13:15:51.000,,Soufriere
"29",5bd055e4-4037-4869-82bf-c6f7a54c21f6,StLucia,85.5500030517578,49.0400009155273,9.51000022888184,14370.6796875,Single-family residential,22.8400001525879,5.2,"1510.5",,2023-01-03T13:15:51.000,,Soufriere
"30",0f6c286f-a174-49b7-9df8-84aec2754aa5,StLucia,29.5200004577637,4.67999982833862,0.910000026226044,1306.03002929688,Single-family residential,27.3299999237061,2.71,"1439.3",,2023-01-03T13:15:51.000,,Soufriere
"31",c8624066-9e96-4121-ad0f-d1d0fc0a16c2,StLucia,63.0099983215332,34.0800018310547,6.6100001335144,10255.6904296875,Single-family residential,23.7600002288818,4.58,"1551.0",,2023-01-03T13:15:51.000,,Soufriere
"32",3c78433a-eef2-42e0-865e-b11844599534,StLucia,106.930000305176,55.9599990844727,10.8599996566772,15773.4501953125,Single-family residential,23.8400001525879,2.77,"1452.85",,2023-01-03T13:15:51.000,,Soufriere
"33",be0d25bf-fda4-465a-99ab-9cf465e08701,StLucia,82.0100021362305,45.5099983215332,8.82999992370605,13411.7099609375,Single-family residential,22.7700004577637,15.29,"1519.0",,2023-01-03T13:15:51.000,,Soufriere
"34",2044799e-ce38-4048-85f2-f8eaff2ebee1,StLucia,65.120002746582,32.6100006103516,6.32999992370605,9152.5703125,Single-family residential,20.9899997711182,,"1446.61",,2023-01-03T13:15:51.000,,Soufriere
"35",35acbe5a-aa36-4e02-ba8d-228a1c7d012f,StLucia,29.9400005340576,10.4499998092651,2.02999997138977,3205.330078125,Single-family residential,19.4300003051758,,"1581.0",,2023-01-03T13:15:51.000,,Soufriere
"36",ce188c08-ac88-4f9c-b744-76d8a863a292,StLucia,99.370002746582,56.7599983215332,11.0100002288818,16614.630859375,Single-family residential,23.0400009155273,,"1508.74",,2023-01-03T13:15:51.000,,Soufriere
"37",c0765694-1e4d-4273-b844-1dfcea5c5eee,StLucia,51.8600006103516,26.3400001525879,5.1100001335144,7729.759765625,Single-family residential,23.1599998474121,,"1512.88",,2023-01-03T13:15:51.000,,Soufriere
"38",2588d696-57bf-48e2-8b06-d4746ad456e4,StLucia,50.9900016784668,21.4899997711182,4.17000007629395,6188.2900390625,Single-family residential,28.0100002288818,5.34,"1484.13",,2023-01-03T13:15:51.000,,Soufriere
"39",b03ef002-1efc-44f9-b371-32d9057c2849,StLucia,106.339996337891,56.9099998474121,11.039999961853,16675.0703125,Single-family residential,24.2999992370605,2.97,"1510.23",,2023-01-03T13:15:51.000,,Soufriere
"40",fa4c1f40-e2ee-4ae4-9763-8fa1b9f67030,StLucia,87.9000015258789,45.9099998474121,8.92000007629395,14264.4599609375,Single-family residential,21.6499996185303,,"1599.97",,2023-01-03T13:15:51.000,,Soufriere
"41",e85e227d-85fb-4bf0-999c-b64fabf60968,StLucia,126.139999389648,77.4400024414063,15.0200004577637,23815.169921875,Single-family residential,23.6200008392334,2.2,"1585.25",,2023-01-03T13:15:51.000,,Soufriere
"42",2742318b-843a-45b0-bcb7-dd6e2e0d48d4,StLucia,17.7999992370605,7.3600001335144,1.42999994754791,2059.78002929688,Single-family residential,22.6399993896484,,"1443.0",,2023-01-03T13:15:51.000,,Soufriere
"43",26046dd8-9936-465c-8300-07753e033ddf,StLucia,90.6900024414063,41.3600006103516,8.02999973297119,11689.5,Single-family residential,28.8600006103516,2.31,"1455.27",,2023-01-03T13:15:51.000,,Soufriere
"44",4d94f766-e39f-48de-8e30-9b07fbe50647,StLucia,79.5899963378906,43.689998626709,8.47999954223633,11885.1298828125,Single-family residential,22.9799995422363,4.53,"1402.24",,2023-01-03T13:15:51.000,,Soufriere
"45",e1a67b30-31dc-455a-a331-39668925ab84,StLucia,61.2000007629395,29.9099998474121,5.80999994277954,8728.25,Single-family residential,23.7600002288818,7.76,"1502.64",,2023-01-03T13:15:51.000,,Soufriere
"46",65d51589-0b05-44a0-93da-6101924b658c,StLucia,189.979995727539,112.069999694824,21.7399997711182,34944.26953125,Single-family residential,19.9599990844727,3.5,"1607.32",,2023-01-03T13:15:51.000,,Soufriere
"47",73d60b5b-32dc-4905-aa26-b37eac2ff454,StLucia,126.629997253418,66.9000015258789,12.9799995422363,20130.650390625,Single-family residential,21.3700008392334,3.25,"1551.0",,2023-01-03T13:15:51.000,,Soufriere
"48",80263c45-59ee-4826-85c9-b98aa4d74258,StLucia,126.430000305176,68.2200012207031,13.2299995422363,20526.5703125,Single-family residential,28.2099990844727,3.57,"1551.0",,2023-01-03T13:15:51.000,,Soufriere
"49",4ce9c1d8-94b2-4258-a8db-e29ce74f4016,StLucia,87.7699966430664,48.2900009155273,9.36999988555908,14088.1904296875,Single-family residential,20.4500007629395,3.29,"1503.91",,2023-01-03T13:15:51.000,,Soufriere
"50",f920f030-f9b0-4318-8e03-64784f8afd3c,StLucia,68.25,36.1399993896484,7.01999998092651,10446,Single-family residential,24.1200008392334,2.52,"1488.22",,2023-01-03T13:15:51.000,,Soufriere
"51",aa09a773-d9dd-471b-b72a-5008e96348ad,StLucia,71.1100006103516,41.3800010681152,8.02999973297119,12122.98046875,Single-family residential,22.4899997711182,3.2,"1510.12",,2023-01-03T13:15:51.000,,Soufriere
"52",8e9b2ecc-0b0d-40a9-af94-e474ddb86e9f,StLucia,91.4199981689453,53.6500015258789,10.3999996185303,16003.2099609375,Single-family residential,22.3400001525879,2.63,"1539.18",,2023-01-03T13:15:51.000,,Soufriere
"53",f8d66888-5ab9-44bd-8d22-98274f13c3e2,StLucia,119.98999786377,69.3899993896484,13.460000038147,18132.9296875,Single-family residential,21.5599994659424,3.67,"1347.0",,2023-01-03T13:15:51.000,,Soufriere
"54",4582c8b4-4683-4f2a-adc0-c5a6cdb071a4,StLucia,20,8.53999996185303,1.6599999666214,2714.97998046875,Single-family residential,18.5799999237061,2.65,"1638.0",,2023-01-03T13:15:51.000,,Soufriere
"55",0bb9e2bd-c229-4ab5-81e3-bd64b8e85a79,StLucia,83.0500030517578,48.4700012207031,9.40999984741211,15009.1396484375,Single-family residential,21.3199996948242,,"1594.75",,2023-01-03T13:15:51.000,,Soufriere
"56",304a69ed-16e9-4eac-a81c-3ae1e5b3fe15,StLucia,40.0499992370605,16.3099994659424,3.16000008583069,4916.759765625,Single-family residential,27.1299991607666,17.79,"1553.5",,2023-01-03T13:15:51.000,,Soufriere
"57",77427c04-9b1b-4a98-a8c3-cbf88b51f035,StLucia,67.2900009155273,38.7299995422363,7.51000022888184,12133.400390625,Single-family residential,23.9400005340576,2.97,"1615.0",,2023-01-03T13:15:51.000,,Soufriere
"58",76c7aba2-fea5-432a-81c1-4f04038bf4bf,StLucia,88.7600021362305,50.2999992370605,9.76000022888184,13496.759765625,Single-family residential,23.2299995422363,2.59,"1383.19",,2023-01-03T13:15:51.000,,Soufriere
"59",4811b8f2-0b93-433e-8452-1002dbbbefba,StLucia,97.5100021362305,51.8899993896484,10.0600004196167,15299.8095703125,Single-family residential,22.6900005340576,2.28,"1521.29",,2023-01-03T13:15:51.000,,Soufriere
"60",02322bc3-2809-4cf5-b33b-d448466c21af,StLucia,41.9599990844727,19.8500003814697,3.84999990463257,5775.02978515625,Single-family residential,22.4200000762939,,"1499.53",,2023-01-03T13:15:51.000,,Soufriere
"61",4f24513b-d097-40a6-b41e-15f6732ae117,StLucia,32.5699996948242,4.11999988555908,0.800000011920929,1177.35998535156,Single-family residential,28.4300003051758,20.86,"1472.27",,2023-01-03T13:15:51.000,,Soufriere
"62",4556c6c8-5e58-4f22-b2d7-7058d68d9b07,StLucia,87.4100036621094,46.5200004577637,9.02000045776367,12156.4404296875,Single-family residential,22.3500003814697,3.26,"1347.0",,2023-01-03T13:15:51.000,,Soufriere
"63",0bb2c640-db14-4192-a3cf-9b7d0571701e,StLucia,67.1600036621094,30.0699996948242,5.82999992370605,7712.919921875,Single-family residential,30.2000007629395,,"1322.0",,2023-01-03T13:15:51.000,,Soufriere
"64",506176a7-71ea-4ac1-aa30-bb7c576b17ce,StLucia,171.660003662109,103.190002441406,20.0200004577637,30964.19921875,Single-family residential,22.8199996948242,5.56,"1546.76",,2023-01-03T13:15:51.000,,Soufriere
"65",a86152b6-2bc4-4297-85a5-7e19852548fc,StLucia,40.7099990844727,0,0,0,Single-family residential,33.4500007629395,,,,2023-01-03T13:15:51.000,,Soufriere
"66",f6e60000-9980-40b7-9c97-3b333967d957,StLucia,30.1000003814697,2.11999988555908,0.409999996423721,575.27001953125,Single-family residential,23.7700004577637,,"1397.92",,2023-01-03T13:15:51.000,,Soufriere
"67",805b88d7-ce9b-43d9-bd3b-762b610c49a5,StLucia,36.9700012207031,18.7600002288818,3.64000010490417,5757.06005859375,Single-family residential,29.0499992370605,5.02,"1581.82",,2023-01-03T13:15:51.000,,Soufriere
"68",d971b2e6-078d-4c13-841b-c1bd467e3b3c,StLucia,122.129997253418,74.9199981689453,14.5299997329712,23064.169921875,Single-family residential,26.5200004577637,14.02,"1586.92",,2023-01-03T13:15:51.000,,Soufriere
"69",288da6a2-e9c8-4cff-8cda-98280eb7e114,StLucia,65.4100036621094,36.3300018310547,7.05000019073486,10363.150390625,Single-family residential,27.8899993896484,2.25,"1470.23",,2023-01-03T13:15:51.000,,Soufriere
"70",1b02245f-2b8b-45ca-a313-9b5f7624652e,StLucia,46.6800003051758,19.2199993133545,3.73000001907349,5489.83984375,Single-family residential,20.3199996948242,11.2,"1472.0",,2023-01-03T13:15:51.000,,Soufriere
"71",11b64a9e-2eab-43ab-a8f0-d792219f12ab,StLucia,76.0100021362305,32.8400001525879,6.36999988555908,8696.6396484375,Single-family residential,24.7999992370605,20.34,"1365.17",,2023-01-03T13:15:51.000,,Soufriere
"72",dc57ebde-ca68-46bd-abf9-9c26e5be67d7,StLucia,33.4199981689453,15.8699998855591,3.07999992370605,4676.419921875,Single-family residential,23.3600006103516,8.46,"1519.0",,2023-01-03T13:15:51.000,,Soufriere
"73",59d7888f-b15a-43cc-86b3-9ada97952b19,StLucia,138.259994506836,84.8300018310547,16.4599990844727,26426.240234375,Single-family residential,22.7000007629395,4.93,"1605.76",,2023-01-03T13:15:51.000,,Soufriere
"74",a73972f2-7cfb-4c02-8bd0-6b81232b8001,StLucia,60.2400016784668,29.9300003051758,5.80999994277954,8769.66015625,Single-family residential,20.4200000762939,13.25,"1510.16",,2023-01-03T13:15:51.000,,Soufriere
"75",aefe029e-0584-4c0b-b132-a3c822b1339d,StLucia,101.709999084473,53.5900001525879,10.3999996185303,16790.4296875,Single-family residential,22.0699996948242,11.56,"1615.0",,2023-01-03T13:15:51.000,,Soufriere
"76",46eb0083-2718-4574-a08a-228b60da396e,StLucia,84.2099990844727,50.0699996948242,9.71000003814697,13542.9404296875,Single-family residential,21.0799999237061,7.16,"1394.23",,2023-01-03T13:15:51.000,,Soufriere
"77",1ecd0e1e-970c-49f9-ae21-85616c69eed3,StLucia,76.8300018310547,30.9799995422363,6.01000022888184,8847.400390625,Single-family residential,20.8899993896484,15.49,"1472.0",,2023-01-03T13:15:51.000,,Soufriere
"78",5aea8849-e399-4b78-8333-00543bdec7e1,StLucia,35.1699981689453,14.1899995803833,2.75,3757.81005859375,Single-family residential,21.2900009155273,8.1,"1365.01",,2023-01-03T13:15:51.000,,Soufriere
"79",51c2c3de-fcd8-44bd-8699-c934b92cecb6,StLucia,95.25,55.939998626709,10.8500003814697,14777.51953125,Single-family residential,21.6000003814697,,"1361.75",,2023-01-03T13:15:51.000,,Soufriere
"80",b74ec434-1cb3-495a-87ec-09d03dfb6fc7,StLucia,18,7.8600001335144,1.52999997138977,2094.07006835938,Single-family residential,29.8400001525879,,"1373.0",,2023-01-03T13:15:51.000,,Soufriere
"81",f51673d7-4c6c-4da7-83f4-a48093fdb56d,StLucia,145.940002441406,89.6699981689453,17.3999996185303,26448.900390625,Industrial,12.7700004577637,9.96,"1520.42",,2023-01-03T13:15:51.000,,Soufriere
"82",79d8138f-2f3e-43ca-9169-f6d881f19db3,StLucia,164.949996948242,79.5599975585938,15.4399995803833,21192.58984375,Industrial,20.6000003814697,13.15,"1373.0",,2023-01-03T13:15:51.000,,Soufriere
"83",e0a60353-43dc-4a4b-8073-c2104ae321af,StLucia,22.5300006866455,9.21000003814697,1.78999996185303,2798.2900390625,Industrial,25.4699993133545,12.31,"1565.8",,2023-01-03T13:15:51.000,,Soufriere
"84",c16d90d2-366d-4538-b5c5-d0f4bb735dd3,StLucia,164.369995117188,97.0999984741211,18.8400001525879,30037.58984375,Industrial,25.5200004577637,12.26,"1594.57",,2023-01-03T13:15:51.000,,Soufriere
"85",22e8d0eb-92f2-42af-95df-37934a9a5b86,StLucia,413.970001220703,292.320007324219,56.7099990844727,81752.6796875,Industrial,11.5500001907349,9.73,"1441.58",,2023-01-03T13:15:51.000,,Soufriere
"86",cd514230-19ab-4010-b1c2-9117b820f8df,StLucia,99.6600036621094,48.2000007629395,9.35000038146973,13567.0400390625,Industrial,37.5699996948242,11.76,"1450.91",,2023-01-03T13:15:51.000,,Soufriere
"87",bd1685f4-37c5-40c6-ab23-3dd4ee670053,StLucia,141.679992675781,71.7399978637695,13.9200000762939,19250.580078125,Industrial,16,10.88,"1383.18",,2023-01-03T13:15:51.000,,Soufriere
"88",db327146-0696-4cba-8bb6-d9afe09e751d,StLucia,125.319999694824,75.8000030517578,14.710000038147,23275.4609375,Single-family residential,25.1700000762939,9.81,"1582.82",,2023-01-03T13:15:51.000,,Soufriere
"89",40e98bf3-d03c-432b-9e60-75cd2a246aed,StLucia,76.0999984741211,34.0099983215332,6.59999990463257,10524,Single-family residential,21.8400001525879,2.91,"1595.0",,2023-01-03T13:15:51.000,,Soufriere
"90",0d41946c-648b-4ee9-ba74-c827186e55a3,StLucia,25.2000007629395,11.2399997711182,2.1800000667572,3077.26000976563,Single-family residential,21.1900005340576,4.06,"1411.51",,2023-01-03T13:15:51.000,,Soufriere
"91",74f0c2e8-99cb-4c9a-b2b0-45b33e11ef32,StLucia,33.0999984741211,13,2.51999998092651,3838.52001953125,Single-family residential,20.0200004577637,3.75,"1522.0",,2023-01-03T13:15:51.000,,Soufriere
"92",5176b743-6d55-4eff-9987-599d10c0fd95,StLucia,70.9700012207031,39.939998626709,7.75,12514.9404296875,Single-family residential,24.1100006103516,3.58,"1615.0",,2023-01-03T13:15:51.000,,Soufriere
"93",00d6f9c0-aa89-49be-b8c6-0a43b0a7dbc5,StLucia,118.040000915527,61.8800010681152,12.0100002288818,17672.3203125,Single-family residential,23.1499996185303,4.03,"1472.0",,2023-01-03T13:15:51.000,,Soufriere
"94",1e2cae16-1318-4a2c-9195-9a32da23bf7e,StLucia,78.4400024414063,46.2900009155273,8.97999954223633,14188.1298828125,Single-family residential,24.6599998474121,3.09,"1580.05",,2023-01-03T13:15:51.000,,Soufriere
"95",948879ba-b57a-426a-89f4-5adc1a66967c,StLucia,64.8000030517578,34.560001373291,6.69999980926514,10194.919921875,Single-family residential,18.7099990844727,9.83,"1520.53",,2023-01-03T13:15:51.000,,Soufriere
"96",c8d3cd6c-cda8-4831-b2d5-901fe7c32d27,StLucia,170.699996948242,88.4800033569336,17.1700000762939,26790.619140625,Single-family residential,20.0799999237061,9.53,"1560.76",,2023-01-03T13:15:51.000,,Soufriere
"97",d3c5684e-1c70-4fb8-bd93-a327b269c322,StLucia,37.1300010681152,18.5300006866455,3.59999990463257,5774.7900390625,Single-family residential,21.8700008392334,7.54,"1606.0",,2023-01-03T13:15:51.000,,Soufriere
"98",4b12b599-2010-4b70-9d94-23a4deda6391,StLucia,120,72.2900009155273,14.039999961853,21119.5390625,Single-family residential,22.7299995422363,6.07,"1504.52",,2023-01-03T13:15:51.000,,Soufriere
"99",e266513f-7c31-4351-832a-c0dfe5498a70,StLucia,24.9799995422363,6.86999988555908,1.33000004291534,2089.1201171875,Single-family residential,21.6599998474121,6.41,"1567.63",,2023-01-03T13:15:51.000,,Soufriere
"100",e7c2ae3f-ff3a-44f4-9ff9-86457ad448c2,StLucia,137.050003051758,72.1900024414063,14.0100002288818,19394.009765625,Single-family residential,24.9300003051758,3.16,"1384.71",,2023-01-03T13:15:51.000,,Soufriere
"101",5e75b71c-51f5-44f9-ae56-e952b7635d92,StLucia,370.769989013672,115.220001220703,22.3500003814697,30109.55078125,Single-family residential,25.5599994659424,6.18,"1347.0",,2023-01-03T13:15:51.000,,Soufriere
"102",21ed077d-8b93-48b6-a679-60a44c3840a7,StLucia,64.4700012207031,23.9099998474121,4.6399998664856,6987.759765625,Single-family residential,24.5799999237061,2.22,"1506.38",,2023-01-03T13:15:51.000,,Soufriere
"103",4ab297fe-6304-46dd-a989-daaa3a1fad31,StLucia,83.3499984741211,47.5800018310547,9.22999954223633,14122.26953125,Single-family residential,21.3700008392334,5.21,"1529.82",,2023-01-03T13:15:51.000,,Soufriere
"104",043daa81-4b5e-4210-afb3-cea3512f1422,StLucia,152.320007324219,65.5400009155273,12.710000038147,17599.470703125,Single-family residential,21.7900009155273,7.86,"1384.2",,2023-01-03T13:15:51.000,,Soufriere
"105",f76bcd94-7da3-4970-8255-a882662fab53,StLucia,108.150001525879,46.5400009155273,9.03999996185303,13370.9501953125,Single-family residential,27.1599998474121,9.29,"1479.53",,2023-01-03T13:15:51.000,,Soufriere
"106",02b03478-8f2b-4b92-b545-e3c0159e397e,StLucia,265.489990234375,149.429992675781,28.9899997711182,45839.23046875,Single-family residential,24.0400009155273,17.48,"1581.23",,2023-01-03T13:15:51.000,,Soufriere
"107",8b2e4854-1d5c-4794-9701-ab8d72b93439,StLucia,24.8299999237061,0,0,0,Single-family residential,21.6200008392334,18.95,,,2023-01-03T13:15:51.000,,Soufriere
"108",6a20df32-acf6-46c4-94e5-14316274a014,StLucia,55.1300010681152,24.7600002288818,4.80000019073486,7662.75,Single-family residential,23.8500003814697,16.91,"1595.0",,2023-01-03T13:15:51.000,,Soufriere
"109",c9d0c768-e0c6-46e4-b685-e1d8d2f71684,StLucia,43.2700004577637,5.98999977111816,1.1599999666214,1635.36999511719,Single-family residential,20.6100006103516,15.52,"1407.0",,2023-01-03T13:15:51.000,,Soufriere
"110",c5eeae6d-0df5-4131-bab8-e0fa9016c9f7,StLucia,63.3800010681152,19.8600006103516,3.84999990463257,5668.759765625,Single-family residential,18.8299999237061,,"1471.0",,2023-01-03T13:15:51.000,,Soufriere
"111",1a11e31f-ddc1-4d53-8f0b-4a8b6005dd14,StLucia,36.8699989318848,12.25,2.38000011444092,3267.8798828125,Single-family residential,23.9599990844727,,"1375.22",,2023-01-03T13:15:51.000,,Soufriere
"112",7fbe3a67-65d5-4020-a173-43dfdd19369d,StLucia,28.0400009155273,9.72999954223633,1.88999998569489,2602.669921875,Single-family residential,27.7000007629395,2.07,"1379.3",,2023-01-03T13:15:51.000,,Soufriere
"113",5f97942e-79d1-469b-91fe-1b0f72d73182,StLucia,34.189998626709,14.4899997711182,2.80999994277954,3350.1298828125,Single-family residential,31.3899993896484,,"1192.0",,2023-01-03T13:15:51.000,,Soufriere
"114",d0b2a4b7-b543-4b96-b6fc-1021a5b97846,StLucia,77.5199966430664,45.0900001525879,8.73999977111816,12262.9697265625,Single-family residential,24.3199996948242,3.4,"1403.22",,2023-01-03T13:15:51.000,,Soufriere
"115",88676a13-195e-4034-ae11-08dbf6caa25d,StLucia,91.7600021362305,51.6599998474121,10.0200004577637,13499.5400390625,Single-family residential,21.0599994659424,,"1347.0",,2023-01-03T13:15:51.000,,Soufriere
"116",33744b82-4327-493a-85c3-2aa5ba88f05e,StLucia,36.4300003051758,12.3299999237061,2.39000010490417,3551.42993164063,Single-family residential,20.75,,"1485.0",,2023-01-03T13:15:51.000,,Soufriere
"117",b0922d4b-0ee5-4332-a797-dd31d0d1327a,StLucia,68,31.2800006866455,6.07000017166138,8351.3203125,Single-family residential,20.6700000762939,3.81,"1376.29",,2023-01-03T13:15:51.000,,Soufriere
"118",fe3eb82f-d0cf-46d7-b49b-017bf63ecbbc,StLucia,15.5699996948242,6.44999980926514,1.25,1685.21997070313,Single-family residential,20.5599994659424,,"1347.0",,2023-01-03T13:15:51.000,,Soufriere
"119",4130f2b0-2bed-4b28-bf5f-ba37a010ce94,StLucia,21.4099998474121,9.85000038146973,1.9099999666214,2574.169921875,Single-family residential,22.2800006866455,,"1347.0",,2023-01-03T13:15:51.000,,Soufriere
"120",dfdf089a-03ea-4e87-846d-4fe58dfbc1d8,StLucia,15.539999961853,4.69999980926514,0.910000026226044,1228.9599609375,Single-family residential,23.1100006103516,,"1347.0",,2023-01-03T13:15:51.000,,Soufriere
"121",951ed1a8-4721-4915-b25c-54fa8f0545ad,StLucia,27.25,9.02000045776367,1.75,2443.59008789063,Single-family residential,32.5400009155273,22.91,"1397.92",,2023-01-03T13:15:51.000,,Soufriere
"122",941f0afb-24e5-400d-8865-18acda77ce5e,StLucia,55.2000007629395,28.6200008392334,5.55000019073486,8977.1796875,Single-family residential,20.0200004577637,3.1,"1617.0",,2023-01-03T13:15:51.000,,Soufriere
"123",839fb7c1-a9d6-4012-9a46-552d8487b5bf,StLucia,190.039993286133,113.660003662109,22.0499992370605,33492.3984375,Single-family residential,24.9899997711182,2.51,"1518.99",,2023-01-03T13:15:51.000,,Soufriere
"124",05b639a2-0d38-4878-8db4-41a92ade1cf9,StLucia,69.5899963378906,33.5200004577637,6.5,10259.099609375,Single-family residential,24.8899993896484,,"1577.43",,2023-01-03T13:15:51.000,,Soufriere
